artifact,calibration_diagnosis,chain_coverage,d1_delta,d1_first,d1_last,d1_trend,diamond_size_case,e_al_emax_gpa,min_chain_length,mu_scale,p95_mpa,participation_delta,participation_first,participation_last,participation_trend,seed_index,status,threshold_factor,trend_score,zhang_stage_status
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,candidate_pass,1.0,-1.3204609196440813,1.3204609196440813,0.0,decreasing,C,41.686,2,0.77,632.841664,0.11669933479174865,0.40900620546414923,0.5257055402558979,increasing,0,pass,0.05,2,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,candidate_pass,1.0,-1.3204609196440813,1.3204609196440813,0.0,decreasing,C,41.686,2,0.77,632.841664,0.14443319282282752,0.40900620546414923,0.5534393982869767,increasing,0,pass,0.1,2,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,candidate_pass,1.0,-1.3159450279912237,1.3159450279912237,0.0,decreasing,C,41.686,2,0.77,632.841664,0.044570940011814164,0.5430791337771779,0.587650073788992,increasing,0,pass,0.25,2,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,41.686,3,0.77,632.841664,0.11669933479174865,0.40900620546414923,0.5257055402558979,increasing,0,review,0.05,1,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,41.686,4,0.77,632.841664,0.11669933479174865,0.40900620546414923,0.5257055402558979,increasing,0,review,0.05,1,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,41.686,3,0.77,632.841664,0.14443319282282752,0.40900620546414923,0.5534393982869767,increasing,0,review,0.1,1,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,41.686,4,0.77,632.841664,0.14443319282282752,0.40900620546414923,0.5534393982869767,increasing,0,review,0.1,1,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,41.686,3,0.77,632.841664,0.044570940011814164,0.5430791337771779,0.587650073788992,increasing,0,review,0.25,1,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,41.686,4,0.77,632.841664,0.044570940011814164,0.5430791337771779,0.587650073788992,increasing,0,review,0.25,1,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,41.686,2,0.77,632.841664,-0.008820255998958637,0.6634392040993526,0.654618948100394,decreasing,0,review,0.5,0,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,41.686,3,0.77,632.841664,-0.008820255998958637,0.6634392040993526,0.654618948100394,decreasing,0,review,0.5,0,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,41.686,4,0.77,632.841664,-0.008820255998958637,0.6634392040993526,0.654618948100394,decreasing,0,review,0.5,0,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,41.686,2,0.77,632.841664,-0.06313776088609979,0.7660629784177597,0.7029252175316599,decreasing,0,review,0.75,0,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,41.686,3,0.77,632.841664,-0.06313776088609979,0.7660629784177597,0.7029252175316599,decreasing,0,review,0.75,0,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_physics_calibration,1.0,0.9449894286714882,0.0,0.9449894286714882,increasing,C,41.686,2,0.77,632.841664,-0.1663857911780623,0.9177743472326759,0.7513885560546136,decreasing,0,review,1.0,0,pass
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,needs_physics_calibration,1.0,0.9449894286714882,0.0,0.9449894286714882,increasing,C,41.686,3,0.77,632.841664,-0.1663857911780623,0.9177743472326759,0.7513885560546136,decreasing,0,review,1.0,0,pass
