artifact,diamond_size_case,seed_index,e_al_emax_gpa,mu_scale,al_radius_um,diamond_ds_radius_um,diamond_dl_radius_um,diamond_count_ds,diamond_count_dl,al_area_fraction,diamond_area_fraction,p95_mpa
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed0,C,0,41.686,0.77,13.0,24.0,39.0,8,8,0.401684277,0.598315723,632.841664
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed1,C,1,41.686,0.77,13.0,24.0,39.0,8,8,0.401684277,0.598315723,532.332376
dia60al40-dem-artifacts-sizeC-Emax41.686-mu0.77-seed2,C,2,41.686,0.77,13.0,24.0,39.0,8,8,0.401684277,0.598315723,510.770425
dia60al40-dem-artifacts-sizeD-Emax41.686-mu0.77-seed0,D,0,41.686,0.77,13.0,0.0,30.0,0,11,0.398903934,0.601096066,787.591725
dia60al40-dem-artifacts-sizeD-Emax41.686-mu0.77-seed1,D,1,41.686,0.77,13.0,0.0,30.0,0,11,0.398903934,0.601096066,756.278023
dia60al40-dem-artifacts-sizeD-Emax41.686-mu0.77-seed2,D,2,41.686,0.77,13.0,0.0,30.0,0,11,0.398903934,0.601096066,748.197991
dia60al40-dem-artifacts-sizeE-Emax41.686-mu0.77-seed0,E,0,41.686,0.77,13.0,18.0,0.0,30,0,0.403311736,0.596688264,754.247161
dia60al40-dem-artifacts-sizeE-Emax41.686-mu0.77-seed1,E,1,41.686,0.77,13.0,18.0,0.0,30,0,0.403311736,0.596688264,727.171681
dia60al40-dem-artifacts-sizeE-Emax41.686-mu0.77-seed2,E,2,41.686,0.77,13.0,18.0,0.0,30,0,0.403311736,0.596688264,575.976781
