x_um,y_um,sigma_s_m,k_w_mk
0.0,0.0,68563.19044096376,24.04992150209794
1.6666666666666665,0.0,79042.12696064252,24.895928571437665
3.333333333333333,0.0,89521.06348032125,25.741935640777385
5.0,0.0,100000.0,26.587942710117105
6.666666666666666,0.0,100000.0,27.538234267635396
8.333333333333332,0.0,100000.0,28.488525825153687
10.0,0.0,100000.0,29.438817382671978
11.666666666666664,0.0,100000.0,30.31862332251532
13.333333333333332,0.0,100000.0,31.198429262358665
14.999999999999998,0.0,100000.0,32.07823520220201
16.666666666666664,0.0,100000.0,32.76204451853561
18.33333333333333,0.0,100000.0,33.44585383486921
20.0,0.0,100000.0,34.12966315120282
21.666666666666664,0.0,100000.0,34.62167167990424
23.33333333333333,0.0,100000.0,35.11368020860565
24.999999999999996,0.0,100000.0,35.60568873730706
26.666666666666664,0.0,100000.0,36.00176481013357
28.33333333333333,0.0,100000.0,36.397840882960075
29.999999999999996,0.0,100000.0,36.793916955786585
31.66666666666666,0.0,100000.0,37.15984445637227
33.33333333333333,0.0,100000.0,37.52577195695795
35.0,0.0,100000.0,37.891699457543645
36.66666666666666,0.0,100000.0,38.196012798615484
38.33333333333333,0.0,100000.0,38.50032613968731
40.0,0.0,100000.0,38.80463948075914
41.66666666666666,0.0,100000.0,38.96962981373633
43.33333333333333,0.0,100000.0,39.13462014671352
44.99999999999999,0.0,100000.0,39.29961047969071
46.66666666666666,0.0,100000.0,39.28356751735461
48.33333333333333,0.0,100000.0,39.26752455501851
49.99999999999999,0.0,100000.0,39.25148159268241
51.66666666666666,0.0,100000.0,39.06890405525475
53.33333333333333,0.0,100000.0,38.88632651782709
54.99999999999999,0.0,100000.0,38.70374898039942
56.66666666666666,0.0,100000.0,38.4067074572802
58.33333333333333,0.0,100000.0,38.10966593416097
59.99999999999999,0.0,100000.0,37.81262441104175
61.66666666666666,0.0,100000.0,37.486757258905456
63.33333333333332,0.0,100000.0,37.16089010676915
65.0,0.0,100000.0,36.83502295463285
66.66666666666666,0.0,100000.0,36.58730834937293
68.33333333333331,0.0,100000.0,36.33959374411301
70.0,0.0,100000.0,36.09187913885309
71.66666666666666,0.0,100000.0,35.998990816163236
73.33333333333331,0.0,100000.0,35.906102493473384
75.0,0.0,100000.0,35.813214170783525
76.66666666666666,0.0,100000.0,35.87651269797934
78.33333333333331,0.0,100000.0,35.93981122517514
80.0,0.0,100000.0,36.00310975237095
81.66666666666666,0.0,100000.0,36.15995526216711
83.33333333333331,0.0,100000.0,36.31680077196326
84.99999999999999,0.0,100000.0,36.473646281759414
86.66666666666666,0.0,100000.0,36.636600790155796
88.33333333333331,0.0,100000.0,36.79955529855218
89.99999999999999,0.0,100000.0,36.96250980694856
91.66666666666666,0.0,100000.0,37.04763661908691
93.33333333333331,0.0,100000.0,37.13276343122525
94.99999999999999,0.0,100000.0,37.2178902433636
96.66666666666666,0.0,100000.0,37.179018908245325
98.33333333333331,0.0,100000.0,37.14014757312705
99.99999999999999,0.0,100000.0,37.101276238008786
101.66666666666666,0.0,100000.0,36.969894205914756
103.33333333333331,0.0,100000.0,36.83851217382072
104.99999999999999,0.0,100000.0,36.70713014172669
106.66666666666666,0.0,100000.0,36.57258036163181
108.33333333333331,0.0,100000.0,36.43803058153693
109.99999999999999,0.0,100000.0,36.30348080144205
111.66666666666666,0.0,100000.0,36.21467700211553
113.33333333333331,0.0,100000.0,36.125873202789
114.99999999999999,0.0,100000.0,36.03706940346248
116.66666666666666,0.0,100000.0,35.93248124576424
118.33333333333331,0.0,100000.0,35.827893088065984
119.99999999999999,0.0,100000.0,35.72330493036773
121.66666666666666,0.0,100000.0,35.48662270144669
123.33333333333331,0.0,100000.0,35.24994047252565
124.99999999999997,0.0,100000.0,35.013258243604604
126.66666666666664,0.0,100000.0,34.588128193870716
128.33333333333331,0.0,100000.0,34.16299814413682
130.0,0.0,100000.0,33.73786809440293
131.66666666666666,0.0,100000.0,33.160065225479684
133.33333333333331,0.0,100000.0,32.58226235655644
134.99999999999997,0.0,100000.0,32.00445948763319
136.66666666666663,0.0,92364.7326168364,31.336855988067107
138.33333333333331,0.0,84729.46523367253,30.66925248850101
140.0,0.0,77094.1978505088,30.00164898893492
141.66666666666666,0.0,65048.42598359132,29.2839923953765
143.33333333333331,0.0,53002.65411667383,28.566335801818077
144.99999999999997,0.0,40956.88224975634,27.848679208259654
146.66666666666663,0.0,33530.83141152315,27.120040667353265
148.33333333333331,0.0,26104.78057328992,26.39140212644687
150.0,0.0,18678.729735056808,25.662763585540482
151.66666666666666,0.0,14894.424402603858,24.99355764333243
153.33333333333331,0.0,11110.119070150906,24.32435170112437
154.99999999999997,0.0,7325.813737697957,23.655145758916316
156.66666666666663,0.0,5717.2532433769,23.125185945214895
158.33333333333331,0.0,4108.692749055854,22.595226131513463
160.0,0.0,2500.132254734833,22.065266317812046
