x_um,y_um,sigma_s_m,k_w_mk
0.0,0.0,68563.19044096376,24.04992150209794
2.5,0.0,84281.59522048189,25.318932106107525
5.0,0.0,100000.0,26.587942710117105
7.499999999999999,0.0,100000.0,28.01338004639454
10.0,0.0,100000.0,29.438817382671978
12.499999999999998,0.0,100000.0,30.758526292436994
14.999999999999998,0.0,100000.0,32.07823520220201
17.5,0.0,100000.0,33.103949176702415
20.0,0.0,100000.0,34.12966315120282
22.499999999999996,0.0,100000.0,34.86767594425494
24.999999999999996,0.0,100000.0,35.60568873730706
27.499999999999996,0.0,100000.0,36.199802846546824
29.999999999999996,0.0,100000.0,36.793916955786585
32.5,0.0,100000.0,37.34280820666511
35.0,0.0,100000.0,37.891699457543645
37.5,0.0,100000.0,38.348169469151394
40.0,0.0,100000.0,38.80463948075914
42.49999999999999,0.0,100000.0,39.05212498022493
44.99999999999999,0.0,100000.0,39.29961047969071
47.49999999999999,0.0,100000.0,39.27554603618656
49.99999999999999,0.0,100000.0,39.25148159268241
52.49999999999999,0.0,100000.0,38.97761528654091
54.99999999999999,0.0,100000.0,38.70374898039942
57.49999999999999,0.0,100000.0,38.25818669572058
59.99999999999999,0.0,100000.0,37.81262441104175
62.5,0.0,100000.0,37.3238236828373
65.0,0.0,100000.0,36.83502295463285
67.49999999999999,0.0,100000.0,36.46345104674297
70.0,0.0,100000.0,36.09187913885309
72.5,0.0,100000.0,35.952546654818306
75.0,0.0,100000.0,35.813214170783525
77.49999999999999,0.0,100000.0,35.908161961577235
80.0,0.0,100000.0,36.00310975237095
82.5,0.0,100000.0,36.23837801706519
84.99999999999999,0.0,100000.0,36.473646281759414
87.49999999999999,0.0,100000.0,36.71807804435399
89.99999999999999,0.0,100000.0,36.96250980694856
92.5,0.0,100000.0,37.09020002515608
94.99999999999999,0.0,100000.0,37.2178902433636
97.49999999999999,0.0,100000.0,37.15958324068619
99.99999999999999,0.0,100000.0,37.101276238008786
102.5,0.0,100000.0,36.90420318986774
104.99999999999999,0.0,100000.0,36.70713014172669
107.49999999999999,0.0,100000.0,36.505305471584364
109.99999999999999,0.0,100000.0,36.30348080144205
112.5,0.0,100000.0,36.170275102452266
114.99999999999999,0.0,100000.0,36.03706940346248
117.49999999999999,0.0,100000.0,35.88018716691511
119.99999999999999,0.0,100000.0,35.72330493036773
122.5,0.0,100000.0,35.36828158698617
125.0,0.0,100000.0,35.013258243604604
127.49999999999999,0.0,100000.0,34.37556316900377
130.0,0.0,100000.0,33.73786809440293
132.5,0.0,100000.0,32.871163791018056
134.99999999999997,0.0,100000.0,32.00445948763319
137.49999999999997,0.0,88547.09892525445,31.003054238284058
140.0,0.0,77094.1978505088,30.00164898893492
142.5,0.0,59025.54005013248,28.925164098597282
145.0,0.0,40956.88224975614,27.848679208259643
147.49999999999997,0.0,29817.80599240653,26.755721396900068
150.0,0.0,18678.729735056808,25.662763585540482
