x_um,y_um,voltage_v,jx_a_m2,jy_a_m2,jmag_a_m2,joule_w_m3,temperature_k
0.0,0.0,0.0,-0.0,-200130.1293207449,200130.1293207449,51266575.22994325,293.15
5.0,0.0,0.0,-0.0,-295092.85919098166,295092.85919098166,73010266.81503855,293.15
10.0,0.0,0.0,-0.0,-380690.4412193826,380690.4412193826,88973821.84793253,293.15
14.999999999999998,0.0,0.0,-0.0,-430059.2888847657,430059.2888847657,93292773.72511384,293.15
20.0,0.0,0.0,-0.0,-431082.38623309246,431082.38623309246,85340055.18246801,293.15
24.999999999999996,0.0,0.0,-0.0,-394664.1929006538,394664.1929006538,70084385.9749935,293.15
29.999999999999996,0.0,0.0,-0.0,-344753.7342405425,344753.7342405425,54129569.295545906,293.15
35.0,0.0,0.0,-0.0,-300455.8321429644,300455.8321429644,41501894.71895433,293.15
40.0,0.0,0.0,-0.0,-268328.06253683846,268328.06253683846,32926970.301321127,293.15
44.99999999999999,0.0,0.0,-0.0,-247235.4432592492,247235.4432592492,27570823.877882395,293.15
49.99999999999999,0.0,0.0,-0.0,-234259.41007826416,234259.41007826416,24405019.341291606,293.15
54.99999999999999,0.0,0.0,-0.0,-225841.91252781442,225841.91252781442,22519817.06524175,293.15
59.99999999999999,0.0,0.0,-0.0,-217711.2628290194,217711.2628290194,21130161.79695375,293.15
65.0,0.0,0.0,-0.0,-206855.757185013,206855.757185013,19726314.540433653,293.15
70.0,0.0,0.0,-0.0,-193512.7278159355,193512.7278159355,18209457.94759671,293.15
75.0,0.0,0.0,-0.0,-180404.69047762977,180404.69047762977,16779813.382896274,293.15
80.0,0.0,0.0,-0.0,-170740.11237990367,170740.11237990367,15730619.995205704,293.15
84.99999999999999,0.0,0.0,-0.0,-167446.93310349534,167446.93310349534,15375048.975376157,293.15
89.99999999999999,0.0,0.0,-0.0,-172747.37473597805,172747.37473597805,16017144.725846786,293.15
94.99999999999999,0.0,0.0,-0.0,-186988.38801305374,186988.38801305374,17851216.533047523,293.15
99.99999999999999,0.0,0.0,-0.0,-208455.32998224878,208455.32998224878,20903897.76545728,293.15
104.99999999999999,0.0,0.0,-0.0,-235055.7548281193,235055.7548281193,25088858.763610795,293.15
109.99999999999999,0.0,0.0,-0.0,-264792.7334754515,264792.7334754515,30155338.28625988,293.15
114.99999999999999,0.0,0.0,-0.0,-292276.7962987924,292276.7962987924,35275503.78231383,293.15
119.99999999999999,0.0,0.0,-0.0,-305782.1619354679,305782.1619354679,38700185.402219206,293.15
125.0,0.0,0.0,-0.0,-292435.4640141561,292435.4640141561,38432988.03017401,293.15
130.0,0.0,0.0,-0.0,-248996.243474066,248996.243474066,33737860.81488328,293.15
135.0,0.0,0.0,-0.0,-186439.37658447828,186439.37658447828,25915917.041495632,293.15
140.0,0.0,0.0,-0.0,-123035.42639223138,123035.42639223138,17476134.836541645,293.15
145.0,0.0,0.0,-0.0,-73162.4765951968,73162.4765951968,10570666.7449983,293.15
150.0,0.0,0.0,-0.0,-41553.6094570056,41553.6094570056,6068060.518557954,293.15
155.0,0.0,0.0,-0.0,-25181.574446621315,25181.574446621315,3697101.137214943,293.15
160.0,0.0,0.0,-0.0,-18370.746362668095,18370.746362668095,2733396.301165595,293.15
165.0,0.0,0.0,-0.0,-16501.195821948113,16501.195821948113,2560277.264887131,293.15
169.99999999999997,0.0,0.0,-0.0,-16925.29769391055,16925.29769391055,2828107.150954847,293.15
175.0,0.0,0.0,-0.0,-18444.88746489035,18444.88746489035,3389396.7485329052,293.15
179.99999999999997,0.0,0.0,-0.0,-20828.29814108397,20828.29814108397,4265681.559502712,293.15
185.0,0.0,0.0,-0.0,-24736.567814882786,24736.567814882786,5701218.456844256,293.15
189.99999999999997,0.0,0.0,-0.0,-32159.081182377446,32159.081182377446,8317653.3163122665,293.15
195.0,0.0,0.0,-0.0,-47268.43315534312,47268.43315534312,13349363.112159623,293.15
