case_id,loading_mode,al_al_resistance_multiplier,applied_voltage_v,element_count,minimum_element_quality,dof_count,comsol_power_w_per_m_depth,fvm_power_w_per_m_depth,power_relative_difference,comsol_temperature_rise_k,fvm_temperature_rise_k,temperature_rise_relative_difference,comsol_current_a_per_m_depth,fvm_current_a_per_m_depth,current_relative_difference,comsol_joule_hotspot_x_um,comsol_joule_hotspot_y_um,comsol_joule_hotspot_w_m3,comsol_temperature_hotspot_x_um,comsol_temperature_hotspot_y_um,fvm_joule_hotspot_x_um,fvm_joule_hotspot_y_um,fvm_temperature_hotspot_x_um,fvm_temperature_hotspot_y_um,case_gate
fixed_current_multiplier_1,fixed_current,1.0,0.015498244703062427,3316,0.6652,13570,5.30088230447,5.038587768950263,0.05073655296783903,0.02156797300000335,0.020689370325385426,0.04158343168204079,342.031140044,325.10699537186116,0.05073655296766731,87.99999999999999,208.69853399999997,1968009575.670065,84.07135717895804,100.55557243689695,84.99999999999999,94.41124157142855,84.99999999999999,94.41124157142855,False
fixed_current_multiplier_10,fixed_current,10.0,0.1,3316,0.6652,13570,33.9503173088,32.51069953718605,0.04332217109918925,0.12265596200001028,0.11755524763248104,0.042468579008723376,339.503173088,325.1069953718656,0.04332217109917344,87.99999999999999,208.69853399999997,14708821377.087244,84.07135717895804,100.55557243689695,84.99999999999999,203.72952128571427,84.99999999999999,94.41124157142855,True
fixed_current_multiplier_100,fixed_current,100.0,0.41586338880600565,3316,0.6652,13570,136.392856587,135.20009681988435,0.008783436772961771,0.3259617000000503,0.32378276451089505,0.006707053643913143,327.97514823,325.1069953718649,0.00878343677356332,87.99999999999999,208.69853399999997,31375288728.289867,84.07135717895804,100.55557243689695,84.99999999999999,203.72952128571427,84.99999999999999,99.3802542857143,True
fixed_voltage_multiplier_1,fixed_voltage,1.0,0.1,3316,0.6652,13570,220.6902437,209.77020404614325,0.05073655296802858,0.8979337630000259,0.8613551323380193,0.04158342698454659,2206.902437,2097.7020404615564,0.050736552967969646,87.99999999999999,208.69853399999997,81933626877.97041,84.07135717895804,100.55557243689695,84.99999999999999,94.41124157142855,84.99999999999999,94.41124157142855,False
fixed_voltage_multiplier_10,fixed_voltage,10.0,0.1,3316,0.6652,13570,33.9503173088,32.51069953718605,0.04332217109918925,0.12265596200001028,0.11755524763248104,0.042468579008723376,339.503173088,325.1069953718656,0.04332217109917344,87.99999999999999,208.69853399999997,14708821377.087244,84.07135717895804,100.55557243689695,84.99999999999999,203.72952128571427,84.99999999999999,94.41124157142855,True
fixed_voltage_multiplier_100,fixed_voltage,100.0,0.1,3316,0.6652,13570,7.88660788754,7.817639256614825,0.008783436772496985,0.018847997000023042,0.018722004718370044,0.0067070681868676135,78.8660788754,78.1763925661471,0.008783436772511756,87.99999999999999,208.69853399999997,1814204979.2809649,84.07135717895804,100.55557243689695,84.99999999999999,203.72952128571427,84.99999999999999,99.3802542857143,True
