x_um,y_um,voltage_v,jx_a_m2,jy_a_m2,jmag_a_m2,joule_w_m3,temperature_k
0.0,0.0,0.0,-0.0,-14100623.781832147,14100623.781832147,2898779228.1285076,293.15
1.6666666666666665,0.0,0.0,-0.0,-15735218.497555502,15735218.497555502,3131240645.173354,293.15
3.333333333333333,0.0,0.0,-0.0,-17104577.001327682,17104577.001327682,3266848183.07209,293.15
5.0,0.0,0.0,-0.0,-18416765.75327925,18416765.75327925,3390441355.3974786,293.15
6.666666666666666,0.0,0.0,-0.0,-18052851.856631704,18052851.856631704,3257775439.972675,293.15
8.333333333333332,0.0,0.0,-0.0,-17821778.149172217,17821778.149172217,3174911138.948871,293.15
10.0,0.0,0.0,-0.0,-17651923.30818848,17651923.30818848,3114680989.0432334,293.15
11.666666666666664,0.0,0.0,-0.0,-17510187.65153946,17510187.65153946,3064863301.0379906,293.15
13.333333333333332,0.0,0.0,-0.0,-17380082.89827366,17380082.89827366,3019487217.489933,293.15
14.999999999999996,0.0,0.0,-0.0,-17252842.18337284,17252842.18337284,2975437332.1593933,293.15
16.666666666666664,0.0,0.0,-0.0,-17123561.62989878,17123561.62989878,2931012770.2958198,293.15
18.333333333333325,0.0,0.0,-0.0,-16989421.881316822,16989421.881316822,2885271660.1718616,293.15
20.0,0.0,0.0,-0.0,-16848825.08126731,16848825.08126731,2837714840.8774257,293.15
21.666666666666664,0.0,0.0,-0.0,-16700958.361605467,16700958.361605467,2788125347.9014816,293.15
23.33333333333333,0.0,0.0,-0.0,-16545565.776969094,16545565.776969094,2736482992.049612,293.15
24.999999999999993,0.0,0.0,-0.0,-16382825.339256013,16382825.339256013,2682916217.1448326,293.15
26.666666666666664,0.0,0.0,-0.0,-16213278.933632096,16213278.933632096,2627672385.4007154,293.15
28.33333333333333,0.0,0.0,-0.0,-16037786.863272052,16037786.863272052,2571096536.7593665,293.15
29.999999999999993,0.0,0.0,-0.0,-15857490.68821199,15857490.68821199,2513613142.094922,293.15
31.66666666666666,0.0,0.0,-0.0,-15673774.499619156,15673774.499619156,2455707839.923885,293.15
33.33333333333333,0.0,0.0,-0.0,-15488218.819914976,15488218.819914976,2397907686.57104,293.15
35.0,0.0,0.0,-0.0,-15302544.335342012,15302544.335342012,2340759534.9393325,293.15
36.66666666666665,0.0,0.0,-0.0,-15118545.242374822,15118545.242374822,2284806975.7505636,293.15
38.33333333333333,0.0,0.0,-0.0,-14938014.27776516,14938014.27776516,2230566876.2301173,293.15
40.0,0.0,0.0,-0.0,-14762663.412191594,14762663.412191594,2178506922.097842,293.15
41.66666666666666,0.0,0.0,-0.0,-14594045.511871116,14594045.511871116,2129025684.655171,293.15
43.33333333333333,0.0,0.0,-0.0,-14433482.810128657,14433482.810128657,2082436594.0826037,293.15
44.999999999999986,0.0,0.0,-0.0,-14282007.700309077,14282007.700309077,2038956845.5675662,293.15
46.66666666666666,0.0,0.0,-0.0,-14140320.259621171,14140320.259621171,1998701782.5992017,293.15
48.33333333333333,0.0,0.0,-0.0,-14008765.290768363,14008765.290768363,1961684796.54602,293.15
49.999999999999986,0.0,0.0,-0.0,-13887329.84063827,13887329.84063827,1927822343.9057162,293.15
51.66666666666666,0.0,0.0,-0.0,-13775660.414412346,13775660.414412346,1896943366.0044446,293.15
53.33333333333333,0.0,0.0,-0.0,-13673097.65953145,13673097.65953145,1868802213.1329923,293.15
54.999999999999986,0.0,0.0,-0.0,-13578725.257411122,13578725.257411122,1843094107.481412,293.15
56.66666666666666,0.0,0.0,-0.0,-13491429.15345969,13491429.15345969,1819472192.4635623,293.15
58.33333333333333,0.0,0.0,-0.0,-13409963.037709605,13409963.037709605,1797565274.887517,293.15
59.999999999999986,0.0,0.0,-0.0,-13333016.08480188,13333016.08480188,1776995444.0552938,293.15
61.66666666666666,0.0,0.0,-0.0,-13259279.286764322,13259279.286764322,1757394833.0798998,293.15
63.33333333333332,0.0,0.0,-0.0,-13187507.182735866,13187507.182735866,1738420868.0873249,293.15
65.0,0.0,0.0,-0.0,-13116572.33794904,13116572.33794904,1719769433.5700197,293.15
66.66666666666666,0.0,0.0,-0.0,-13045510.498321062,13045510.498321062,1701185473.1912274,293.15
68.3333333333333,0.0,0.0,-0.0,-12973554.912767759,12973554.912767759,1682470650.6717002,293.15
70.0,0.0,0.0,-0.0,-12900158.85540561,12900158.85540561,1663487818.4588954,293.15
71.66666666666666,0.0,0.0,-0.0,-12825005.890022404,12825005.890022404,1644162182.490675,293.15
73.3333333333333,0.0,0.0,-0.0,-12748007.904383,12748007.904383,1624479205.4989016,293.15
75.0,0.0,0.0,-0.0,-12669291.412163876,12669291.412163876,1604479451.9392242,293.15
76.66666666666666,0.0,0.0,-0.0,-12589173.0860054,12589173.0860054,1584250735.7510023,293.15
78.33333333333331,0.0,0.0,-0.0,-12508125.951457078,12508125.951457078,1563918077.6258354,293.15
80.0,0.0,0.0,-0.0,-12426738.133706994,12426738.133706994,1543632101.1521976,293.15
81.66666666666666,0.0,0.0,-0.0,-12345666.488465892,12345666.488465892,1523556587.7853599,293.15
83.33333333333331,0.0,0.0,-0.0,-12265587.83060147,12265587.83060147,1503855961.0703998,293.15
84.99999999999999,0.0,0.0,-0.0,-12187150.749207571,12187150.749207571,1484683474.661211,293.15
86.66666666666666,0.0,0.0,-0.0,-12110931.105921164,12110931.105921164,1466170832.3125112,293.15
88.33333333333331,0.0,0.0,-0.0,-12037394.19469907,12037394.19469907,1448419869.668671,293.15
89.99999999999997,0.0,0.0,-0.0,-11966866.1512841,11966866.1512841,1431496779.341445,293.15
91.66666666666666,0.0,0.0,-0.0,-11899516.528595472,11899516.528595472,1415429169.584738,293.15
93.33333333333331,0.0,0.0,-0.0,-11835353.040071322,11835353.040071322,1400206026.6215718,293.15
94.99999999999997,0.0,0.0,-0.0,-11774228.41322914,11774228.41322914,1385780422.2554183,293.15
96.66666666666666,0.0,0.0,-0.0,-11715858.234669464,11715858.234669464,1372074598.310479,293.15
98.33333333333331,0.0,0.0,-0.0,-11659847.766999187,11659847.766999187,1358986894.928683,293.15
99.99999999999997,0.0,0.0,-0.0,-11605725.112846995,11605725.112846995,1346399891.6540713,293.15
101.66666666666666,0.0,0.0,-0.0,-11552977.866203165,11552977.866203165,1334189108.0236835,293.15
103.33333333333331,0.0,0.0,-0.0,-11501090.530783597,11501090.530783597,1322231661.303733,293.15
104.99999999999997,0.0,0.0,-0.0,-11449580.440914115,11449580.440914115,1310414390.0978668,293.15
106.66666666666666,0.0,0.0,-0.0,-11398030.59277294,11398030.59277294,1298641104.0726905,293.15
108.33333333333331,0.0,0.0,-0.0,-11346118.570806619,11346118.570806619,1286838790.5270371,293.15
109.99999999999997,0.0,0.0,-0.0,-11293641.54425552,11293641.54425552,1274962780.7013032,293.15
111.66666666666666,0.0,0.0,-0.0,-11240538.063230574,11240538.063230574,1263001043.6709504,293.15
113.33333333333331,0.0,0.0,-0.0,-11186908.105113294,11186908.105113294,1250977934.5434082,293.15
114.99999999999997,0.0,0.0,-0.0,-11133033.567116855,11133033.567116855,1238957888.742924,293.15
116.66666666666666,0.0,0.0,-0.0,-11079402.291908558,11079402.291908558,1227049751.8525095,293.15
118.33333333333331,0.0,0.0,-0.0,-11026739.970735742,11026739.970735742,1215412713.4843333,293.15
119.99999999999997,0.0,0.0,-0.0,-10976056.289651372,10976056.289651372,1204265263.4309103,293.15
121.66666666666666,0.0,0.0,-0.0,-10928715.21893758,10928715.21893758,1193899380.2128935,293.15
123.33333333333331,0.0,0.0,-0.0,-10886545.893908879,10886545.893908879,1184703642.5436764,293.15
124.99999999999997,0.0,0.0,-0.0,-10852023.277589329,10852023.277589329,1177201865.279046,293.15
126.66666666666664,0.0,0.0,-0.0,-10828573.861508986,10828573.861508986,1172119887.2797365,293.15
128.3333333333333,0.0,0.0,-0.0,-10821117.928981384,10821117.928981384,1170506334.4269874,293.15
130.0,0.0,0.0,-0.0,-10837088.612568468,10837088.612568468,1173963940.4395394,293.15
131.66666666666666,0.0,0.0,-0.0,-10888481.034840481,10888481.034840481,1185124854.61423,293.15
133.33333333333331,0.0,0.0,-0.0,-10996297.125918297,10996297.125918297,1208710905.9335723,293.15
134.99999999999997,0.0,0.0,-0.0,-11201008.187222594,11201008.187222594,1254133410.129501,293.15
136.6666666666666,0.0,0.0,-0.0,-10714135.899029706,10714135.899029706,1242331886.6882768,293.15
138.3333333333333,0.0,0.0,-0.0,-10268679.118107378,10268679.118107378,1244010966.380862,293.15
140.0,0.0,0.0,-0.0,-9789130.059252234,9789130.059252234,1242498895.8092983,293.15
141.66666666666666,0.0,0.0,-0.0,-8619381.79994672,8619381.79994672,1141681471.7859828,293.15
143.33333333333331,0.0,0.0,-0.0,-7338185.563751467,7338185.563751467,1015568613.152679,293.15
144.99999999999997,0.0,0.0,-0.0,-5919843.446998437,5919843.446998437,855309040.0097382,293.15
146.6666666666666,0.0,0.0,-0.0,-4990941.118375205,4990941.118375205,742591679.2173371,293.15
148.3333333333333,0.0,0.0,-0.0,-3970072.390340768,3970072.390340768,603540353.2799612,293.15
150.0,0.0,0.0,-0.0,-2890161.3232935485,2890161.3232935485,447019367.60500765,293.15
151.66666666666666,0.0,0.0,-0.0,-2335607.468094727,2335607.468094727,366104860.093875,293.15
153.33333333333331,0.0,0.0,-0.0,-1759883.5290065757,1759883.5290065757,278662576.4764027,293.15
154.99999999999997,0.0,0.0,-0.0,-1169886.482580228,1169886.482580228,186750202.69299087,293.15
156.66666666666663,0.0,0.0,-0.0,-917892.7904534632,917892.7904534632,147307885.7064498,293.15
158.3333333333333,0.0,0.0,-0.0,-661258.1622409676,661258.1622409676,106381946.92960636,293.15
160.0,0.0,0.0,-0.0,-402098.9863713978,402098.9863713978,64644634.13227243,293.15
161.66666666666666,0.0,0.0,-0.0,-308413.3037595308,308413.3037595308,49337910.869608395,293.15
163.33333333333331,0.0,0.0,-0.0,-214504.02082012146,214504.02082012146,33964835.19919574,293.15
164.99999999999997,0.0,0.0,-0.0,-121292.93478261503,121292.93478261503,18825672.23965541,293.15
166.66666666666663,0.0,0.0,-0.0,-92135.77420162963,92135.77420162963,13869797.830046235,293.15
168.3333333333333,0.0,0.0,-0.0,-63783.95934375525,63783.95934375525,9191742.400968485,293.15
169.99999999999997,0.0,0.0,-0.0,-36678.5139544824,36678.5139544824,4924666.939646609,293.15
171.66666666666666,0.0,0.0,-0.0,-29699.773446236817,29699.773446236817,3637635.621812742,293.15
173.33333333333331,0.0,0.0,-0.0,-23289.66577816451,23289.66577816451,2561020.5024337606,293.15
174.99999999999997,0.0,0.0,-0.0,-17470.490798269257,17470.490798269257,1685341.715488898,293.15
176.66666666666663,0.0,0.0,-0.0,-19177.009927773186,19177.009927773186,1631352.3114924766,293.15
178.3333333333333,0.0,0.0,-0.0,-20647.564092643323,20647.564092643323,1580369.9847966374,293.15
179.99999999999994,0.0,0.0,-0.0,-21890.496789802215,21890.496789802215,1525655.6370090998,293.15
181.66666666666666,0.0,0.0,-0.0,-32598.282142481865,32598.282142481865,2114405.6940314895,293.15
183.33333333333331,0.0,0.0,-0.0,-42544.416429057004,42544.416429057004,2619204.0355688785,293.15
184.99999999999997,0.0,0.0,-0.0,-51786.358727868,51786.358727868,3049107.4607102224,293.15
186.66666666666663,0.0,0.0,-0.0,-82271.34903296092,82271.34903296092,4670359.694615227,293.15
188.3333333333333,0.0,0.0,-0.0,-111326.14567113764,111326.14567113764,6138503.698587733,293.15
189.99999999999994,0.0,0.0,-0.0,-138853.25423837593,138853.25423837593,7447852.005917642,293.15
191.66666666666666,0.0,0.0,-0.0,-210543.14458914156,210543.14458914156,10999881.731909674,293.15
193.33333333333331,0.0,0.0,-0.0,-279112.5047291903,279112.5047291903,14239139.49016535,293.15
194.99999999999997,0.0,0.0,-0.0,-344061.59662748536,344061.59662748536,17125745.122318435,293.15
196.66666666666663,0.0,0.0,-0.0,-483849.6234565025,483849.6234565025,23468685.436822586,293.15
198.3333333333333,0.0,0.0,-0.0,-616456.2085164352,616456.2085164352,29145691.53199338,293.15
199.99999999999994,0.0,0.0,-0.0,-740490.3192601423,740490.3192601423,34053896.79025331,293.15
201.66666666666666,0.0,0.0,-0.0,-960359.4136930574,960359.4136930574,42833074.18783612,293.15
203.33333333333331,0.0,0.0,-0.0,-1164280.9861864375,1164280.9861864375,50275043.15867721,293.15
204.99999999999997,0.0,0.0,-0.0,-1349227.9756155843,1349227.9756155843,56197520.55700197,293.15
206.66666666666663,0.0,0.0,-0.0,-1611892.6624556466,1611892.6624556466,64461434.22489604,293.15
