diamond_size_case,particle_count_scale,particle_count_total,n_runs,p95_mean_mpa,p95_stdev_mpa,p95_min_mpa,p95_max_mpa,al_radius_um,diamond_ds_radius_um,diamond_dl_radius_um,diamond_count_ds,diamond_count_dl,al_area_fraction,diamond_area_fraction
D,2,92,1,413.405454,0,413.405454,413.405454,9.19238816,0.0,21.2132,0,22,0.398903934,0.601096066
