% Model,Untitled.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 13 2026, 18:20"
% Dimension,2
% Nodes,1735
% Expressions,6
% Description,"温度, 温度, 电流密度模, 体积损耗密度，电磁, 插值, 插值"
% Length unit,µm
% x,y,V (V),T (K),ec.normJ (A/m^2),ec.Qh (W/m^3),sigma_map(x;y) (S/m),k_map(x;y) (W/(m*K))
5.186259706787365,5.426382487173998,0.005359813317306988,293.18287520582265,1489168.5735140294,1.2082048682812285E9,1835.5031058099605,30.62073373640326
0,8.02686669230769,0.007525388248131906,293.19660498555334,1026277.1048221868,7.418826767146367E8,1420.2763304814755,27.97275093199961
0,0,0,293.15,932691.4813021894,1.1089474340839221E9,784.63190441,24.0499215021
8.000000000000005,0,0,293.15,1655026.5119395133,1.875371354467097E9,1460.6875960960006,28.298467513660004
5.938915658854948,12.072654868809938,0.010143363279965255,293.2164010303306,1709441.6500123607,1.1190620664523966E9,2611.62001097493,36.09307883248402
0,16.05373338461538,0.012970698640806709,293.23424955997774,1245738.6083930389,8.012397877949429E8,1937.0237677776743,31.505693120554714
16.00000000000001,0,0,293.15,2035179.3915398198,2.0402396148676949E9,2030.2407703340004,32.488520792
11.992382875081873,7.0323908747523625,0.006205434502614487,293.19151350321755,1979835.8051792176,1.4060576254685204E9,2788.5519054560245,37.64947431821452
6.232368637569322,19.99334721429732,0.015324983371737112,293.25055684534476,2046637.4611749973,1.3845004913863142E9,3025.530539022227,40.26749490671539
0,24.08060007692307,0.018468754799011933,293.26723560860285,1524839.1738954037,1.1167946021804323E9,2082.0051176447228,33.207702411281105
20.293026314858164,6.458845537494772,0.0050774630109275696,293.1877281820386,2072951.4132344776,1.372111347876393E9,3131.968706470299,42.41725535059093
24.000000000000018,0,0,293.15,1892454.9800348077,1.6111478076766675E9,2223.057059102,35.31048362008001
12.227913066815365,15.895463929317732,0.012029946297180237,293.2326818082284,2271742.285737734,1.4540912606287324E9,3549.834642033998,44.98766353667349
17.909591394349174,12.354629053811198,0.009085761506485856,293.2161903247026,2227272.794403837,1.3816726208459916E9,3590.499963345005,46.978645219710025
6.403027924054784,27.957076102359533,0.021215370177014335,293.28196436879017,2352989.559124203,1.9236415916093428E9,2878.2440781045843,41.53928571170997
0,32.10746676923076,0.024991748144005274,293.29795040600766,1771939.5933716751,1.580369222708441E9,1986.7693418621993,33.45630500706148
28.18673843817782,6.499489998111091,0.004318619365128599,293.1868075272392,1708027.6243228356,9.790885703630582E8,2979.903337510658,45.656853579541064
31.99999999999998,0,0,293.15,1528980.7333196017,1.0641581834163738E9,2196.9861024500005,37.233029956479996
12.824355175690831,23.900554923758232,0.017396097957211917,293.2650736673445,2560981.8025649777,1.9215049469471827E9,3413.4485429138645,48.01192999302796
24.508192909026207,12.959739535262415,0.008446947028798543,293.2171341348149,1968528.8085481736,1.1421960858378294E9,3392.7959353116053,50.975534109039764
20.024894971644326,19.71192060314356,0.013314261228501462,293.2462784270612,2335324.4147163616,1.5697631757686443E9,3474.4062058509917,52.244382785034986
6.43752006579382,36.02918676995293,0.02844403353266235,293.3118925522522,2589235.5742097325,2.5125640598047633E9,2668.316653846607,41.6539591221524
0,40.13433346153845,0.0326503939145375,293.326568968669,1925933.0942227226,1.9417162073728473E9,1910.3092719654069,33.30829469338518
36.079036183708666,6.518038130995055,0.003576631452627301,293.1859571606067,1346379.929228592,6.423462336569319E8,2822.1851143714844,48.49974944490719
39.999999999999986,0,0,293.15,1258557.5910141228,7.212721115489465E8,2196.11832155,38.80463948079999
12.826180457785403,31.964821123238274,0.02408834207794674,293.29596235267354,2782615.1308826394,2.5879851050428276E9,2991.9316449977528,48.34679566031354
32.24754597945243,13.062228920793599,0.007179044550983179,293.2154739286256,1503565.3325028792,7.655166413120624E8,2953.213583964482,54.34308087290213
19.22500064229744,27.88531255792267,0.01951747859927977,293.27852451824947,2463382.1073963665,2.1276443503842754E9,2852.188793906717,51.893779018001446
28.396483729661323,19.67812201097979,0.011511318305664457,293.2429116291756,1720847.571114042,1.0978941633283594E9,2697.2819020259108,55.03048031287528
25.094538290625593,25.343325225123557,0.01617522895615288,293.2662526530595,1946128.5468946535,1.565069399199775E9,2419.998566429113,53.18991092900917
6.4253962786353656,44.079793981717316,0.036584752051659654,293.3393961243784,2713662.15187925,2.8358260700756316E9,2596.827206581053,41.12362355399801
0,48.16120015384614,0.040929391114062824,293.35262689865436,2010008.5589740945,2.108316173703664E9,1916.303179491398,33.02501977380897
44.06386554488637,6.509263783674769,0.003022287070125054,293.1855174239661,1141626.5896835641,4.548864670553057E8,2865.2189534917147,50.59669215396446
47.999999999999986,0,0,293.15,1127136.9928353128,5.657315198624438E8,2245.656790992,39.2707331475
12.850945117364668,40.01229514733019,0.03204576648985496,293.32483706976035,2896321.8374881037,3.0381760184688187E9,2761.1269533668806,47.99351568452795
40.16879030761144,13.050955492788795,0.005965970439087171,293.213988181169,1158221.9483876035,4.8171245016016865E8,2784.823445524539,57.58893906428293
19.216233821510862,36.004501238106116,0.027214720659007017,293.3090703393913,2510718.4137981744,2.644140741577181E9,2384.1041811589785,51.08882157327826
36.256775150526806,19.695754646533068,0.0096357428276999,293.2402319486112,1214904.288256423,6.701397353173754E8,2202.6189996188095,57.44894905471323
25.5806020865615,32.14599617307708,0.022025910043694665,293.29231042989704,1855163.433368121,1.9202504352537105E9,1792.3585884096603,50.81126413446594
32.246955076692615,27.295763135022547,0.01562464935276681,293.2705815318638,1309026.6582395765,1.1246210114784791E9,1523.977909249932,51.67086815075499
6.444906228122773,52.13248823476659,0.04505402562270727,293.3641255608274,2760382.3361279764,2.902817286061975E9,2624.9771798643756,40.42560085939015
0,56.18806684615383,0.049306219051314853,293.3757189699489,2038604.344132723,2.108511032009712E9,1971.023599189514,33.089060169302336
6.4583788802537825,60.17647280047237,0.053420539129952475,293.3856073040629,2742701.3495678366,2.813732736177263E9,2673.4746492636464,40.66970604850888
0,64.21493353846152,0.05753377551395313,293.3953853857573,2040631.932453828,2.0771417225547466E9,2004.7645526823355,33.812313902494026
6.470479800168133,68.21560090842215,0.06165083644585357,293.40348540293166,2689660.685314341,2.7504434784479694E9,2630.2390560472973,42.46801031028269
0,72.24180023076921,0.0657201637184275,293.4114359633803,2025490.8877754956,2.070011349669855E9,1981.9403663954029,35.12882709616009
52.037271645583644,6.492378778725289,0.0027135220348029226,293.1856106097793,1063031.5343079034,3.7556609397000283E8,3008.977848700905,50.84247830608705
56,0,0,293.15,1065663.776621173,5.00212715373334E8,2270.31288614,38.52552406652
12.87858786397839,48.06107223682411,0.04062230455980959,293.3510743862419,2939126.7531908103,3.174424735211331E9,2721.2962097234163,46.83153231053382
48.11081517669027,12.997528096895753,0.005160098534244337,293.2134945940197,1024592.3620692278,3.5526332771434313E8,2954.976525120892,59.58034987501831
19.252158638937544,44.03363313692529,0.0359412219875217,293.3370622707562,2496074.886053565,2.79914678639492E9,2225.9303278961665,50.27083202781254
44.2581510856549,19.523785878047153,0.008034085211639333,293.2382294120999,955044.21157305,4.167144152928285E8,2189.0061511095296,60.2582031151204
25.557406753037373,40.08507006598159,0.030767759877003493,293.3221182285279,1749840.046084621,2.0852672512272425E9,1468.4794787701233,49.33009344544826
40.776934365215574,26.155198879171078,0.012163744465400791,293.2633924476206,876754.5326370392,5.974709860608994E8,1286.8067436866206,53.20324152503971
31.75043650966827,36.03017301822449,0.02453320562341617,293.3051402348349,1168519.5816458282,1.456804030143816E9,937.4069225947552,46.70524401884316
38.419014444662075,33.60467859855845,0.019343206588082387,293.2934670400262,795078.1170751196,9.367911981650089E8,675.0417095740199,45.55718736903245
12.897190514396021,56.1270329150384,0.049253592679219006,293.37423100213124,2899222.6262637377,3.0635059677869086E9,2743.7641900768176,46.12320472471257
6.477787861496221,76.25006395436502,0.06986104446498496,293.41779186657476,2619803.6043881574,2.662152758562709E9,2578.158277231218,45.1374664987572
0,80.2686669230769,0.07379515620918609,293.4240706137868,1977166.323984096,1.9461771180476835E9,2008.6621757603862,36.62808671028781
6.482153072474435,84.28017854271422,0.07775581842102375,293.4289753186154,2506918.1205150443,2.36789902087471E9,2654.126376421859,47.29436524156575
0,88.2955336153846,0.08129674759228511,293.4338969820776,1882186.1308942223,1.6588553816954129E9,2135.593166136604,37.49234479459382
