artifact,diamond_size_case,particle_count_scale,particle_count_total,seed_index,e_al_emax_gpa,mu_scale,al_radius_um,diamond_ds_radius_um,diamond_dl_radius_um,diamond_count_ds,diamond_count_dl,al_area_fraction,diamond_area_fraction,p95_mpa
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,D,2,92,2,57.173,0.77,9.19238816,0.0,21.2132,0,22,0.398903934,0.601096066,634.794852
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.847-seed2,D,2,92,2,57.173,0.847,9.19238816,0.0,21.2132,0,22,0.398903934,0.601096066,560.089167
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.963-seed2,D,2,92,2,57.173,0.963,9.19238816,0.0,21.2132,0,22,0.398903934,0.601096066,520.276832
