artifact,calibration_diagnosis,chain_coverage,d1_delta,d1_first,d1_last,d1_trend,diamond_size_case,e_al_emax_gpa,min_chain_length,mu_scale,p95_mpa,participation_delta,participation_first,participation_last,participation_trend,particle_count_scale,particle_count_total,seed_index,status,threshold_factor,trend_score,zhang_stage_status
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_participation_increase,1.0,-0.7659437877469726,0.7659437877469726,0.0,decreasing,D,57.173,2,0.77,634.794852,-0.2514737190528583,0.8123319612522713,0.5608582421994129,decreasing,2,92,2,review,0.05,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_participation_increase,1.0,-0.7646611794656323,0.7646611794656323,0.0,decreasing,D,57.173,2,0.77,634.794852,-0.3014801764198284,0.8707331825899959,0.5692530061701675,decreasing,2,92,2,review,0.1,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_participation_increase,1.0,-0.7615528658735536,0.7615528658735536,0.0,decreasing,D,57.173,2,0.77,634.794852,-0.3145233330563406,0.9269330814045035,0.6124097483481629,decreasing,2,92,2,review,0.25,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_participation_increase,1.0,-0.7535331690923719,0.7535331690923719,0.0,decreasing,D,57.173,2,0.77,634.794852,-0.2755146279331633,0.9647664802438568,0.6892518523106935,decreasing,2,92,2,review,0.5,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_participation_increase,1.0,-0.7386797517531859,0.7386797517531859,0.0,decreasing,D,57.173,2,0.77,634.794852,-0.21219272116334664,0.9842438277472654,0.7720511065839187,decreasing,2,92,2,review,0.75,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_participation_increase,1.0,-0.7386797517531859,0.7386797517531859,0.0,decreasing,D,57.173,2,0.77,634.794852,-0.16127571975448818,0.9842438277472654,0.8229681079927772,decreasing,2,92,2,review,1.0,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_participation_increase,1.0,-0.16442023092204994,0.16442023092204994,0.0,decreasing,D,57.173,3,0.77,634.794852,-0.13692148885408062,0.996236823514615,0.8593153346605343,decreasing,2,92,2,review,1.25,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_d1_decrease,0.6666666666666666,0.9653666543777781,0.0,0.9653666543777781,increasing,D,57.173,2,0.77,634.794852,0.9372492760422034,0.0,0.9372492760422034,increasing,2,92,2,review,2.0,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_d1_decrease,0.6666666666666666,0.8118025086672577,0.0,0.8118025086672577,increasing,D,57.173,3,0.77,634.794852,0.9372492760422034,0.0,0.9372492760422034,increasing,2,92,2,review,2.0,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_d1_decrease,0.5,0.36152644130712813,0.0,0.36152644130712813,increasing,D,57.173,4,0.77,634.794852,0.9372492760422034,0.0,0.9372492760422034,increasing,2,92,2,review,2.0,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,57.173,3,0.77,634.794852,-0.2514737190528583,0.8123319612522713,0.5608582421994129,decreasing,2,92,2,review,0.05,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,57.173,3,0.77,634.794852,-0.3014801764198284,0.8707331825899959,0.5692530061701675,decreasing,2,92,2,review,0.1,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,57.173,3,0.77,634.794852,-0.3145233330563406,0.9269330814045035,0.6124097483481629,decreasing,2,92,2,review,0.25,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,57.173,3,0.77,634.794852,-0.2755146279331633,0.9647664802438568,0.6892518523106935,decreasing,2,92,2,review,0.5,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,57.173,3,0.77,634.794852,-0.21219272116334664,0.9842438277472654,0.7720511065839187,decreasing,2,92,2,review,0.75,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,57.173,3,0.77,634.794852,-0.16127571975448818,0.9842438277472654,0.8229681079927772,decreasing,2,92,2,review,1.0,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,1.0,0.6145874862586072,0.3618381873454616,0.9764256736040687,increasing,D,57.173,2,0.77,634.794852,-0.13692148885408062,0.996236823514615,0.8593153346605343,decreasing,2,92,2,review,1.25,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,1.0,0.006751297589340339,0.0,0.006751297589340339,increasing,D,57.173,2,0.77,634.794852,-0.11448365669278626,1.0,0.8855163433072137,decreasing,2,92,2,review,1.5,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,57.173,4,0.77,634.794852,-0.2514737190528583,0.8123319612522713,0.5608582421994129,decreasing,2,92,2,review,0.05,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,57.173,4,0.77,634.794852,-0.3014801764198284,0.8707331825899959,0.5692530061701675,decreasing,2,92,2,review,0.1,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,57.173,4,0.77,634.794852,-0.3145233330563406,0.9269330814045035,0.6124097483481629,decreasing,2,92,2,review,0.25,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,57.173,4,0.77,634.794852,-0.2755146279331633,0.9647664802438568,0.6892518523106935,decreasing,2,92,2,review,0.5,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,57.173,4,0.77,634.794852,-0.21219272116334664,0.9842438277472654,0.7720511065839187,decreasing,2,92,2,review,0.75,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,57.173,4,0.77,634.794852,-0.16127571975448818,0.9842438277472654,0.8229681079927772,decreasing,2,92,2,review,1.0,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,57.173,4,0.77,634.794852,-0.13692148885408062,0.996236823514615,0.8593153346605343,decreasing,2,92,2,review,1.25,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,0.6666666666666666,0.006751297589340339,0.0,0.006751297589340339,increasing,D,57.173,3,0.77,634.794852,-0.11448365669278626,1.0,0.8855163433072137,decreasing,2,92,2,review,1.5,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.77-seed2,needs_physics_calibration,0.5,0.006751297589340339,0.0,0.006751297589340339,increasing,D,57.173,4,0.77,634.794852,-0.11448365669278626,1.0,0.8855163433072137,decreasing,2,92,2,review,1.5,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.847-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,57.173,2,0.847,560.089167,-0.4197117665297089,1.0,0.5802882334702911,decreasing,2,92,2,review,0.05,0,pass
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.847-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,57.173,2,0.847,560.089167,-0.4038095585418001,1.0,0.5961904414581999,decreasing,2,92,2,review,0.1,0,pass
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.847-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,57.173,2,0.847,560.089167,-0.37178380226834185,1.0,0.6282161977316582,decreasing,2,92,2,review,0.25,0,pass
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.847-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,57.173,2,0.847,560.089167,-0.30011832398879923,1.0,0.6998816760112008,decreasing,2,92,2,review,0.5,0,pass
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.847-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,57.173,2,0.847,560.089167,-0.256095903216919,1.0,0.743904096783081,decreasing,2,92,2,review,0.75,0,pass
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.847-seed2,needs_physics_calibration,1.0,1.359468193646142,0.0,1.359468193646142,increasing,D,57.173,2,0.847,560.089167,-0.2195616821269062,1.0,0.7804383178730938,decreasing,2,92,2,review,1.0,0,pass
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.847-seed2,needs_physics_calibration,1.0,1.5802464427884175,0.0,1.5802464427884175,increasing,D,57.173,2,0.847,560.089167,-0.18426833143880472,1.0,0.8157316685611953,decreasing,2,92,2,review,1.25,0,pass
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.847-seed2,needs_physics_calibration,1.0,1.1767402149964297,0.0,1.1767402149964297,increasing,D,57.173,2,0.847,560.089167,-0.1556150295576424,1.0,0.8443849704423576,decreasing,2,92,2,review,1.5,0,pass
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.847-seed2,needs_physics_calibration,1.0,0.7218213558042091,0.0,0.7218213558042091,increasing,D,57.173,2,0.847,560.089167,-0.1153137719638071,1.0,0.8846862280361929,decreasing,2,92,2,review,2.0,0,pass
dia60al40-dem-artifacts-sizeD-pscale2-Emax57.173-mu0.847-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,57.173,3,0.847,560.089167,-0.4197117665297089,1.0,0.5802882334702911,decreasing,2,92,2,review,0.05,0,pass
