best_trend_score,d1_delta_mean,group_by,group_value,participation_delta_mean,pass_run_count,review_run_count,run_count
2,-0.5049489975550441,diamond_size_case,D,0.13621575184148607,2,10,12
1,-0.2573479914423833,mu_scale,0.539,0.27216267923936993,0,6,6
2,-0.7525500036677051,mu_scale,0.77,0.00026882444360215585,2,4,6
2,-0.5023405415917784,e_al_emax_gpa,32.737,0.13241282105456428,1,5,6
2,-0.5075574535183099,e_al_emax_gpa,37.517,0.14001868262840786,1,5,6
