artifact,calibration_diagnosis,chain_coverage,d1_delta,d1_first,d1_last,d1_trend,diamond_size_case,e_al_emax_gpa,min_chain_length,mu_scale,p95_mpa,participation_delta,participation_first,participation_last,participation_trend,seed_index,status,threshold_factor,trend_score,zhang_stage_status
dia60al40-dem-artifacts-sizeD-Emax32.737-mu0.539-seed0,needs_d1_decrease,0.6666666666666666,0.5764016592022418,0.0,0.5764016592022418,increasing,D,32.737,2,0.539,488.321984,0.9501328828463685,0.0,0.9501328828463685,increasing,0,review,2.0,1,review
dia60al40-dem-artifacts-sizeD-Emax32.737-mu0.539-seed0,needs_d1_decrease,0.6666666666666666,0.5764016592022418,0.0,0.5764016592022418,increasing,D,32.737,3,0.539,488.321984,0.9501328828463685,0.0,0.9501328828463685,increasing,0,review,2.0,1,review
dia60al40-dem-artifacts-sizeD-Emax32.737-mu0.539-seed0,needs_d1_decrease,0.5,0.0,0.0,0.0,flat,D,32.737,4,0.539,488.321984,0.9501328828463685,0.0,0.9501328828463685,increasing,0,review,2.0,1,review
dia60al40-dem-artifacts-sizeD-Emax32.737-mu0.539-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,32.737,2,0.539,488.321984,-0.06071306567295642,0.7053044446494473,0.6445913789764909,decreasing,0,review,0.05,0,review
dia60al40-dem-artifacts-sizeD-Emax32.737-mu0.539-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,32.737,3,0.539,488.321984,-0.06071306567295642,0.7053044446494473,0.6445913789764909,decreasing,0,review,0.05,0,review
dia60al40-dem-artifacts-sizeD-Emax32.737-mu0.539-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,32.737,2,0.539,488.321984,-0.05382703566329594,0.7053044446494473,0.6514774089861514,decreasing,0,review,0.1,0,review
dia60al40-dem-artifacts-sizeD-Emax32.737-mu0.539-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,32.737,3,0.539,488.321984,-0.05382703566329594,0.7053044446494473,0.6514774089861514,decreasing,0,review,0.1,0,review
dia60al40-dem-artifacts-sizeD-Emax32.737-mu0.539-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,32.737,2,0.539,488.321984,-0.15160031932622064,0.8359054581302281,0.6843051388040075,decreasing,0,review,0.25,0,review
dia60al40-dem-artifacts-sizeD-Emax32.737-mu0.539-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,32.737,3,0.539,488.321984,-0.15160031932622064,0.8359054581302281,0.6843051388040075,decreasing,0,review,0.25,0,review
dia60al40-dem-artifacts-sizeD-Emax32.737-mu0.539-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,D,32.737,2,0.539,488.321984,-0.07215621703779473,0.8359054581302281,0.7637492410924334,decreasing,0,review,0.5,0,review
