best_trend_score,d1_delta_mean,group_by,group_value,participation_delta_mean,pass_run_count,review_run_count,run_count
2,-1.0104666320022637,diamond_size_case,C,0.055809400694047794,7,3,10
2,-1.0104666320022637,particle_count_scale,2,0.055809400694047794,7,3,10
2,-1.0104666320022637,mu_scale,0.654,0.055809400694047794,7,3,10
2,-1.1383804261301183,mu_wall_scale,0.019113,0.008079449513077864,3,2,5
2,-0.8825528378744092,mu_wall_scale,1.0,0.10353935187501773,4,1,5
2,-1.0104666320022637,e_al_emax_gpa,72.581,0.055809400694047794,7,3,10
