artifact,calibration_diagnosis,chain_coverage,d1_delta,d1_first,d1_last,d1_trend,diamond_size_case,e_al_emax_gpa,final_settle_steps,initial_settle_steps,liggghts_commit,min_chain_length,mu_al_tool,mu_al_wall,mu_diamond_tool,mu_diamond_wall,mu_scale,mu_wall_scale,p95_mpa,participation_delta,participation_first,participation_last,participation_trend,particle_count_scale,particle_count_total,seed_index,stage_settle_steps,status,threshold_factor,time_step_seconds,top_velocity_cm_s,trend_score,zhang_stage_status
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed3-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,577.420093,-0.15330871200511453,0.8713013037631767,0.7179925917580622,decreasing,2,151,3,20000,review,0.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed3-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,577.420093,-0.15330871200511453,0.8713013037631767,0.7179925917580622,decreasing,2,151,3,20000,review,0.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed3-settle1-vel50,needs_physics_calibration,1.0,0.7235074314186396,0.6753524137603599,1.3988598451789995,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,577.420093,-0.10308126206588397,0.8713013037631767,0.7682200416972927,decreasing,2,151,3,20000,review,0.75,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed3-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,577.420093,-0.10308126206588397,0.8713013037631767,0.7682200416972927,decreasing,2,151,3,20000,review,0.75,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed3-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,577.420093,-0.10308126206588397,0.8713013037631767,0.7682200416972927,decreasing,2,151,3,20000,review,0.75,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed3-settle1-vel50,needs_physics_calibration,1.0,0.31523824682431645,0.6753524137603599,0.9905906605846764,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,577.420093,-0.06158163424941543,0.8713013037631767,0.8097196695137613,decreasing,2,151,3,20000,review,1.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed3-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,577.420093,-0.06158163424941543,0.8713013037631767,0.8097196695137613,decreasing,2,151,3,20000,review,1.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed3-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,577.420093,-0.06158163424941543,0.8713013037631767,0.8097196695137613,decreasing,2,151,3,20000,review,1.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed3-settle1-vel50,needs_physics_calibration,1.0,1.1967175833629584,0.6753524137603599,1.8720699971233183,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,577.420093,-0.026722228191084274,0.8713013037631767,0.8445790755720924,decreasing,2,151,3,20000,review,1.25,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed3-settle1-vel50,needs_physics_calibration,1.0,1.3355242554347169,0.0,1.3355242554347169,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,577.420093,-0.026722228191084274,0.8713013037631767,0.8445790755720924,decreasing,2,151,3,20000,review,1.25,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed3-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,577.420093,-0.026722228191084274,0.8713013037631767,0.8445790755720924,decreasing,2,151,3,20000,review,1.25,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,candidate_pass,1.0,-1.1624210112336713,1.1624210112336713,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,0.010448298499437292,0.6349072678836513,0.6453555663830886,increasing,2,151,4,20000,pass,0.05,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,candidate_pass,1.0,-0.665373131757026,0.665373131757026,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,0.010448298499437292,0.6349072678836513,0.6453555663830886,increasing,2,151,4,20000,pass,0.05,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,candidate_pass,1.0,-0.138028046690677,0.138028046690677,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,0.010448298499437292,0.6349072678836513,0.6453555663830886,increasing,2,151,4,20000,pass,0.05,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.9421836509446802,0.9421836509446802,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.05625321250635151,0.7105252226172166,0.6542720101108651,decreasing,2,151,4,20000,review,0.1,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.6640798384738436,0.6640798384738436,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.05625321250635151,0.7105252226172166,0.6542720101108651,decreasing,2,151,4,20000,review,0.1,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.13442495683452302,0.13442495683452302,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.05625321250635151,0.7105252226172166,0.6542720101108651,decreasing,2,151,4,20000,review,0.1,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.687647129538608,0.687647129538608,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.1510239541855235,0.8410241633449181,0.6900002091593946,decreasing,2,151,4,20000,review,0.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.1456988962705325,0.1456988962705325,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.1510239541855235,0.8410241633449181,0.6900002091593946,decreasing,2,151,4,20000,review,0.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.1456988962705325,0.1456988962705325,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.1510239541855235,0.8410241633449181,0.6900002091593946,decreasing,2,151,4,20000,review,0.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.1456988962705325,0.1456988962705325,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.13642083398119853,0.8849599841384788,0.7485391501572802,decreasing,2,151,4,20000,review,0.5,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.1456988962705325,0.1456988962705325,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.13642083398119853,0.8849599841384788,0.7485391501572802,decreasing,2,151,4,20000,review,0.5,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.1456988962705325,0.1456988962705325,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.13642083398119853,0.8849599841384788,0.7485391501572802,decreasing,2,151,4,20000,review,0.5,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.1456988962705325,0.1456988962705325,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.08610920340010808,0.8849599841384788,0.7988507807383707,decreasing,2,151,4,20000,review,0.75,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.1456988962705325,0.1456988962705325,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.08610920340010808,0.8849599841384788,0.7988507807383707,decreasing,2,151,4,20000,review,0.75,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.1456988962705325,0.1456988962705325,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.08610920340010808,0.8849599841384788,0.7988507807383707,decreasing,2,151,4,20000,review,0.75,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.1456988962705325,0.1456988962705325,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.03626129057765892,0.8849599841384788,0.8486986935608198,decreasing,2,151,4,20000,review,1.0,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.21118390121396172,0.21118390121396172,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.015245698229585436,0.896550652166118,0.8813049539365325,decreasing,2,151,4,20000,review,1.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_participation_increase,1.0,-0.21118390121396172,0.21118390121396172,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.015245698229585436,0.896550652166118,0.8813049539365325,decreasing,2,151,4,20000,review,1.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_physics_calibration,1.0,1.2323883038672143,0.1456988962705325,1.3780872001377469,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.03626129057765892,0.8849599841384788,0.8486986935608198,decreasing,2,151,4,20000,review,1.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_physics_calibration,1.0,0.8319456408807582,0.1456988962705325,0.9776445371512906,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.03626129057765892,0.8849599841384788,0.8486986935608198,decreasing,2,151,4,20000,review,1.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_physics_calibration,1.0,1.172739098200465,0.21118390121396172,1.3839229994144269,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.015245698229585436,0.896550652166118,0.8813049539365325,decreasing,2,151,4,20000,review,1.25,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_physics_calibration,1.0,1.098570370469612,0.6823448019735548,1.7809151724431667,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.03375480869734959,0.9487863626816256,0.915031553984276,decreasing,2,151,4,20000,review,1.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_physics_calibration,1.0,0.9053619841533296,0.0,0.9053619841533296,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.03375480869734959,0.9487863626816256,0.915031553984276,decreasing,2,151,4,20000,review,1.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_physics_calibration,1.0,0.9053619841533296,0.0,0.9053619841533296,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.03375480869734959,0.9487863626816256,0.915031553984276,decreasing,2,151,4,20000,review,1.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_physics_calibration,1.0,1.3121177380681275,0.0,1.3121177380681275,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.03516146725432012,0.9815232668108286,0.9463617995565085,decreasing,2,151,4,20000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.03516146725432012,0.9815232668108286,0.9463617995565085,decreasing,2,151,4,20000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu0.019113-seed4-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.000999992,0.05232,0.000999992,0.654,0.019113,549.861245,-0.03516146725432012,0.9815232668108286,0.9463617995565085,decreasing,2,151,4,20000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_participation_increase,1.0,-0.7382616437436021,0.7382616437436021,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.32279779295512645,0.868825149772449,0.5460273568173225,decreasing,2,151,0,20000,review,0.05,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_participation_increase,1.0,-0.7382616437436021,0.7382616437436021,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.3144358293619147,0.868825149772449,0.5543893204105342,decreasing,2,151,0,20000,review,0.1,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_participation_increase,1.0,-0.7382616437436021,0.7382616437436021,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.27591636745874726,0.868825149772449,0.5929087823137017,decreasing,2,151,0,20000,review,0.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_participation_increase,1.0,-0.525466359524693,0.525466359524693,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.029775582094273112,0.9049242694326226,0.8751486873383495,decreasing,2,151,0,20000,review,1.5,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_participation_increase,1.0,-0.4306904039879092,0.4306904039879092,0.0,decreasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.0006248880260791845,0.9317472715970917,0.9311223835710125,decreasing,2,151,0,20000,review,2.0,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.32279779295512645,0.868825149772449,0.5460273568173225,decreasing,2,151,0,20000,review,0.05,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.32279779295512645,0.868825149772449,0.5460273568173225,decreasing,2,151,0,20000,review,0.05,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.3144358293619147,0.868825149772449,0.5543893204105342,decreasing,2,151,0,20000,review,0.1,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.3144358293619147,0.868825149772449,0.5543893204105342,decreasing,2,151,0,20000,review,0.1,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.27591636745874726,0.868825149772449,0.5929087823137017,decreasing,2,151,0,20000,review,0.25,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.27591636745874726,0.868825149772449,0.5929087823137017,decreasing,2,151,0,20000,review,0.25,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,1.0,0.2581998929942493,0.7382616437436021,0.9964615367378514,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.20575038404881052,0.868825149772449,0.6630747657236384,decreasing,2,151,0,20000,review,0.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,1.0,0.2554074359013552,0.7382616437436021,0.9936690796449573,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.13037410883403666,0.868825149772449,0.7384510409384123,decreasing,2,151,0,20000,review,0.75,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,1.0,1.211174708527642,0.7382616437436021,1.9494363522712441,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.07388620443651683,0.868825149772449,0.7949389453359321,decreasing,2,151,0,20000,review,1.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,1.0,0.24707141657674603,0.7382616437436021,0.9853330603203482,increasing,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,2,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.02045202758357223,0.868825149772449,0.8483731221888767,decreasing,2,151,0,20000,review,1.25,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.20575038404881052,0.868825149772449,0.6630747657236384,decreasing,2,151,0,20000,review,0.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.20575038404881052,0.868825149772449,0.6630747657236384,decreasing,2,151,0,20000,review,0.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.13037410883403666,0.868825149772449,0.7384510409384123,decreasing,2,151,0,20000,review,0.75,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,4,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.13037410883403666,0.868825149772449,0.7384510409384123,decreasing,2,151,0,20000,review,0.75,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-wallmu1-seed0-settle1-vel50,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,C,72.581,50000,20000,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,3,0.05232,0.05232,0.05232,0.05232,0.654,1.0,573.482648,-0.07388620443651683,0.868825149772449,0.7949389453359321,decreasing,2,151,0,20000,review,1.0,2e-10,50.0,0,pass
