% Model,Untitled.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 13 2026, 18:21"
% Dimension,2
% Nodes,1735
% Expressions,6
% Description,"温度, 温度, 电流密度模, 体积损耗密度，电磁, 插值, 插值"
% Length unit,µm
% x,y,V (V),T (K),ec.normJ (A/m^2),ec.Qh (W/m^3),sigma_map(x;y) (S/m),k_map(x;y) (W/(m*K))
5.186259706787365,5.426382487173998,9.899495657171783E-4,293.23149088523905,1.774609846008536E7,3.149574642774965E9,100000,30.62073373640326
0,8.02686669230769,0.0014651422306532589,293.2657237544224,1.7286904292040173E7,2.9903531571411133E9,100000,27.97275093199961
0,0,0,293.15,1.3641233471741587E7,2.7140592887756696E9,68563.190441,24.0499215021
8.000000000000005,0,0,293.15,1.814232859684694E7,3.2915205962809944E9,100000,28.298467513660004
5.938915658854948,12.072654868809938,0.0021748435150965345,293.3144469098807,1.798857266170566E7,3.2358952235048027E9,99999.99999999999,36.09307883248402
0,16.05373338461538,0.0029077973959203787,293.3583287582045,1.8255534995278966E7,3.332646076764878E9,100000,31.505693120554714
16.00000000000001,0,0,293.15,1.744002755566649E7,3.041545896756763E9,100000,32.488520792
11.992382875081873,7.0323908747523625,0.0012465076948594501,293.2528898308886,1.7725612476077203E7,3.142002163616479E9,100000,37.64947431821452
6.232368637569322,19.99334721429732,0.003617750946269914,293.39791940223364,1.8515973989551205E7,3.428415573458794E9,100000,40.26749490671539
0,24.08060007692307,0.004396780626276095,293.4380509357071,1.886091946738555E7,3.557343125045161E9,100000,33.207702411281105
20.293026314858164,6.458845537494772,0.0011047678523534426,293.2443976676957,1.7159977387035582E7,2.944648578940573E9,100000.00000000001,42.41725535059093
24.000000000000018,0,0,293.15,1.6741723219833562E7,2.8028530290883994E9,100000.00000000001,35.31048362008001
12.227913066815365,15.895463929317732,0.002827958434781123,293.3548341145466,1.8086350579975244E7,3.2711779410800653E9,99999.99999999999,44.98766353667349
17.909591394349174,12.354629053811198,0.0021453713729780027,293.31512333331506,1.757262696978753E7,3.087977554699641E9,100000,46.978645219710025
6.403027924054784,27.957076102359533,0.00511729150741436,293.47344842384285,1.9194269198797118E7,3.684200244147192E9,100000,41.53928571170997
0,32.10746676923076,0.005936296099225515,293.5111869572536,1.9491698404923607E7,3.7992669874039264E9,100000,33.45630500706148
28.18673843817782,6.499489998111091,0.0010607044618938858,293.2437613122948,1.6366335674059892E7,2.678571847243099E9,100000,45.656853579541064
31.99999999999998,0,0,293.15,1.5883063945556143E7,2.522717371993551E9,100000,37.233029956479996
12.824355175690831,23.900554923758232,0.0042938889426756876,293.4340310061904,1.8783853184290808E7,3.5283404433069787E9,100000,48.01192999302796
24.508192909026207,12.959739535262415,0.0021738703996606553,293.31950268675297,1.701830959462677E7,2.896231213325129E9,100000,50.975534109039764
20.024894971644326,19.71192060314356,0.0034207754593170918,293.3905169117599,1.801524303696119E7,3.2455102215731683E9,100000,52.244382785034986
6.43752006579382,36.02918676995293,0.006693559218198238,293.54471599732466,1.985388912576797E7,3.941780976121773E9,100000,41.6539591221524
0,40.13433346153845,0.007520713625394584,293.57886936782165,1.993989347428738E7,3.976014941959888E9,100000,33.30829469338518
36.079036183708666,6.518038130995055,0.0010046306872707538,293.2434048452024,1.541719342446419E7,2.3769029354496217E9,100000,48.49974944490719
39.999999999999986,0,0,293.15,1.4988084396398107E7,2.2464268345141835E9,100000,38.80463948079999
12.826180457785403,31.964821123238274,0.005842664659899092,293.50864744931755,1.9719033457826152E7,3.8884052822869163E9,100000,48.34679566031354
32.24754597945243,13.062228920793599,0.002073462658982048,293.31826981324303,1.6008775660818815E7,2.5628347014143796E9,100000,54.34308087290213
19.22500064229744,27.88531255792267,0.0049469875080732015,293.46952910487533,1.9227113246568814E7,3.6968347970498867E9,100000.00000000001,51.893779018001446
28.396483729661323,19.67812201097979,0.003235959065609258,293.38619551883545,1.7073337692538835E7,2.9150146498144035E9,100000,55.03048031287528
25.094538290625593,25.343325225123557,0.004321554882247114,293.4428034498873,1.8437827564183477E7,3.3995846602335367E9,100000,53.18991092900917
6.4253962786353656,44.079793981717316,0.008308241075640418,293.60999263250136,2.019069961142082E7,4.0766824340890813E9,100000,41.12362355399801
0,48.16120015384614,0.009125234160194617,293.6402645182398,1.9957204700620063E7,3.982939180224947E9,100000,33.02501977380897
44.06386554488637,6.509263783674769,9.476055114966652E-4,293.2438153965351,1.4517556535714502E7,2.107595351834299E9,100000,50.59669215396446
47.999999999999986,0,0,293.15,1.4236671044151599E7,2.0268280272539587E9,100000,39.2707331475
12.850945117364668,40.01229514733019,0.007462608775367673,293.57821891424487,2.053738525327264E7,4.2178844177821374E9,100000,47.99351568452795
40.16879030761144,13.050955492788795,0.0019439481833203977,293.31736762488123,1.4795375113963412E7,2.189053831341682E9,99999.99999999999,57.58893906428293
19.216233821510862,36.004501238106116,0.006560763004981166,293.54448083345073,2.075827239074447E7,4.309089931718224E9,100000,51.08882157327826
36.256775150526806,19.695754646533068,0.003018583255868153,293.3835556493075,1.5380686640646348E7,2.3659248338049593E9,100000,57.44894905471323
25.5806020865615,32.14599617307708,0.005597003642393559,293.50827681469514,2.028353719280758E7,4.114302162610796E9,100000.00000000001,50.81126413446594
32.246955076692615,27.295763135022547,0.0043864281067904215,293.45868972639204,1.7456400050772626E7,3.0769297340661416E9,99063.92404523595,51.67086815075499
6.444906228122773,52.13248823476659,0.009928652591714382,293.66837429101724,1.9958240690423682E7,3.983362720180508E9,100000,40.42560085939015
0,56.18806684615383,0.010708223971933254,293.6941213203269,1.9392603683741856E7,3.7607679707330575E9,100000,33.089060169302336
6.4583788802537825,60.17647280047237,0.011501776047040413,293.718242545918,1.908572695911691E7,3.642683219321382E9,100000,40.66970604850888
0,64.21493353846152,0.012222513700657946,293.73888608197734,1.8259831537547573E7,3.334235575416249E9,100000,33.812313902494026
6.470479800168133,68.21560090842215,0.012979648237533515,293.7583686419802,1.7679999630346872E7,3.1258371476077123E9,99999.99999999999,42.46801031028269
0,72.24180023076921,0.013627590263694906,293.77397378697555,1.6699087604505554E7,2.7886019978359118E9,100000,35.12882709616009
52.037271645583644,6.492378778725289,9.038847714620364E-4,293.24520888135504,1.3878563308883717E7,1.926146418927018E9,100000,50.84247830608705
56,0,0,293.15,1.3706116837804392E7,1.8785764733250465E9,100000,38.52552406652
12.87858786397839,48.06107223682411,0.009130022408813257,293.64135804823695,2.078586042455164E7,4.320603452494855E9,100000,46.83153231053382
48.11081517669027,12.997528096895753,0.0018348107499485868,293.3184593263568,1.3895239098373495E7,1.9307799787480097E9,100000,59.58034987501831
19.252158638937544,44.03363313692529,0.008273329250277024,293.6133940718425,2.184473337816076E7,4.772114171924593E9,100000,50.27083202781254
44.2581510856549,19.523785878047153,0.002788620996665723,293.38213161413864,1.3645456937789803E7,1.862081940592454E9,99999.99999999999,60.2582031151204
25.557406753037373,40.08507006598159,0.007299682337639393,293.58314988275816,2.2744674068936255E7,5.262101905430386E9,98316.55097950077,49.33009344544826
40.776934365215574,26.155198879171078,0.0037764614260838865,293.44589484672474,1.3061315560670987E7,1.8120762299501822E9,94176.14306634571,53.20324152503971
31.75043650966827,36.03017301822449,0.006108594129149173,293.546483710479,1.9455379442449898E7,4.556727265048084E9,83083.98160553927,46.70524401884316
38.419014444662075,33.60467859855845,0.005090790555584848,293.5222951814869,1.2170866816627413E7,2.576293481179058E9,57604.17095741699,45.55718736903245
12.897190514396021,56.1270329150384,0.010787700908487659,293.6964838599261,2.023879833771297E7,4.0961540640831184E9,100000,46.12320472471257
6.477787861496221,76.25006395436502,0.014326850352183786,293.78892402768594,1.5933711462050796E7,2.538833911882461E9,100000,45.1374664987572
0,80.2686669230769,0.014896574051018291,293.8000946131599,1.4897705762503512E7,2.2194170430749416E9,100000,36.62808671028781
6.482153072474435,84.28017854271422,0.015524701132943677,293.8111925035751,1.4043811607456379E7,1.972286618814501E9,100000,47.29436524156575
0,88.2955336153846,0.016017228348208287,293.81870786801755,1.3025798581868127E7,1.6967146329718378E9,100000,37.49234479459382
12.923008420131586,64.17636849554465,0.012362623762412166,293.7418137000678,1.8984989365692083E7,3.604325054409218E9,100000,47.238114558726664
12.944990347361674,72.21903542603549,0.013806738006274558,293.77718569354266,1.725371740143467E7,2.9769128664016037E9,100000,50.256406450696936
56.04670083431437,12.96723161455231,0.0017683692456595742,293.3215341751059,1.3507841637116639E7,1.8246349515422823E9,100000,59.7935053923747
60.013840491325446,6.482322919563852,8.747937582090469E-4,293.24697743131236,1.3481505741171712E7,1.8175121810410774E9,99999.99999999999,49.46092460652596
64,0,0,293.15,1.3320897118505329E7,1.7744630501548312E9,100000,37.030543245880004
19.29045254286355,52.102623025638216,0.010041519707583546,293.6743045530402,2.1824109120900325E7,4.763076525344059E9,100000,49.78145804195259
52.095556213111635,19.44205291202712,0.0026628975087147496,293.38505801572614,1.3110793132850492E7,1.7190272459879065E9,100000,62.758338442200035
25.642618289392146,48.104008076020236,0.009198261722249383,293.6512943378122,2.329253927832082E7,5.593992758209046E9,97000.81112139334,50.723139387943725
48.622991344972945,25.93347408709214,0.00352177077406584,293.4466572647793,1.134133250662227E7,1.3457063699590588E9,95608.88525612497,56.75630773818548
31.90239117215392,44.192108753536274,0.008179524918304896,293.62519064855854,1.7615592331056446E7,4.838718248042698E9,64180.499592318454,47.9538925544583
45.59364258527431,32.43489661127506,0.004471614693441457,293.51225348593925,9006556.200765422,1.4482148583405359E9,56072.482109154305,47.982518809043825
38.34262905821226,41.16818909177545,0.007095710144584649,293.6017669002508,9818880.959484952,3.198490937773401E9,30164.03155308792,44.77259061861227
43.43099383632767,38.10592361167183,0.00586093473825833,293.57275034875545,7849405.935353935,2.321280797941696E9,26545.189489584136,44.30811922830364
