best_trend_score,d1_delta_mean,group_by,group_value,participation_delta_mean,pass_run_count,review_run_count,run_count
2,-0.4785145312798052,diamond_size_case,C,-0.3275569484172047,2,4,6
2,-0.4264560457709529,mu_scale,0.7,0.02944799356040889,2,0,2
1,-0.3224744533545246,mu_scale,1.0,-0.5083956040707494,0,2,2
1,-0.686613094713938,mu_scale,1.3,-0.5037232347412736,0,2,2
2,-0.48433866187621993,e_al_emax_gpa,18.0,-0.3698889572878505,1,2,3
2,-0.4726904006833905,e_al_emax_gpa,24.174,-0.28522493954655886,1,2,3
