artifact,diamond_size_case,particle_count_scale,particle_count_total,seed_index,e_al_emax_gpa,mu_scale,al_radius_um,diamond_ds_radius_um,diamond_dl_radius_um,diamond_count_ds,diamond_count_dl,al_area_fraction,diamond_area_fraction,p95_mpa
dia60al40-dem-artifacts-sizeC-pscale2-Emax60.462-mu0.654-seed2,C,2,151,2,60.462,0.654,9.19238816,16.9706,27.5772,16,16,0.399674767,0.600325233,551.238594
dia60al40-dem-artifacts-sizeC-pscale2-Emax61.462-mu0.654-seed2,C,2,151,2,61.462,0.654,9.19238816,16.9706,27.5772,16,16,0.399674767,0.600325233,527.445994
dia60al40-dem-artifacts-sizeC-pscale2-Emax62.462-mu0.654-seed2,C,2,151,2,62.462,0.654,9.19238816,16.9706,27.5772,16,16,0.399674767,0.600325233,553.922404
dia60al40-dem-artifacts-sizeC-pscale2-Emax63.462-mu0.654-seed2,C,2,151,2,63.462,0.654,9.19238816,16.9706,27.5772,16,16,0.399674767,0.600325233,586.646265
