best_trend_score,d1_delta_mean,group_by,group_value,participation_delta_mean,pass_run_count,review_run_count,run_count
2,-1.1592771855944781,diamond_size_case,C,0.08153749869382257,4,0,4
2,-1.1592771855944781,particle_count_scale,2,0.08153749869382257,4,0,4
2,-1.1592771855944781,mu_scale,0.654,0.08153749869382257,4,0,4
2,-1.1592771855944781,e_al_emax_gpa,60.462,0.08337928532714134,1,0,1
2,-1.1592771855944781,e_al_emax_gpa,61.462,0.09218230528048943,1,0,1
2,-1.1592771855944781,e_al_emax_gpa,62.462,0.08550547948646858,1,0,1
2,-1.1592771855944781,e_al_emax_gpa,63.462,0.06508292468119092,1,0,1
