diamond_size_case,particle_count_scale,particle_count_total,n_runs,p95_mean_mpa,p95_stdev_mpa,p95_min_mpa,p95_max_mpa,al_radius_um,diamond_ds_radius_um,diamond_dl_radius_um,diamond_count_ds,diamond_count_dl,al_area_fraction,diamond_area_fraction
C,2,151,4,554.813314,24.3302234,527.445994,586.646265,9.19238816,16.9706,27.5772,16,16,0.399674767,0.600325233
