source_run_id,source_run_dir,artifact,diamond_size_case,particle_count_scale,particle_count_total,seed_index,e_al_emax_gpa,mu_scale,p95_mpa,pressure_in_window,status,trend_gate,calibration_diagnosis,threshold_factor,min_chain_length,participation_delta,d1_delta,zhang_stage_status,top_velocity_cm_s,time_step_seconds,initial_settle_steps,stage_settle_steps,final_settle_steps
28729403153,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_c_settle_midpoint_run_28729403153,dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed0-settle2,C,2.0,151.0,0,72.581,0.654,536.402418,False,pass,pass,candidate_pass,0.75,3.0,0.20991261442399145,-0.4237394464406894,pass,50.0,2e-10,40000.0,40000.0,100000.0
28729403153,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_c_settle_midpoint_run_28729403153,dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,C,2.0,151.0,1,72.581,0.654,568.082212,False,pass,pass,candidate_pass,0.5,2.0,0.24483228817945946,-0.36330308620355856,pass,50.0,2e-10,40000.0,40000.0,100000.0
28729403153,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_c_settle_midpoint_run_28729403153,dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,C,2.0,151.0,2,72.581,0.654,674.741429,False,pass,pass,candidate_pass,0.05,2.0,0.32818608628081425,-1.4766152603600426,pass,50.0,2e-10,40000.0,40000.0,100000.0
28729403153,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_c_settle_midpoint_run_28729403153,dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed3-settle2,C,2.0,151.0,3,72.581,0.654,478.278079,False,pass,pass,candidate_pass,1.0,4.0,0.12790581868726603,-0.4445338814612063,pass,50.0,2e-10,40000.0,40000.0,100000.0
28729403153,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_c_settle_midpoint_run_28729403153,dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed4-settle2,C,2.0,151.0,4,72.581,0.654,559.111611,False,pass,pass,candidate_pass,0.05,2.0,0.38902927208516036,-1.2201100734726593,pass,50.0,2e-10,40000.0,40000.0,100000.0
