source_run_id,source_run_dir,artifact,diamond_size_case,particle_count_scale,particle_count_total,seed_index,e_al_emax_gpa,mu_scale,p95_mpa,pressure_in_window,status,trend_gate,calibration_diagnosis,threshold_factor,min_chain_length,participation_delta,d1_delta,zhang_stage_status
28709925303,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_c_pressure_lift_recheck_run_28709925303,dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed0,C,2.0,151.0,0,72.581,0.654,573.482648,True,review,review,needs_participation_increase,2.0,2.0,-0.0006248880260791845,-0.4306904039879092,pass
28709925303,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_c_pressure_lift_recheck_run_28709925303,dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1,C,2.0,151.0,1,72.581,0.654,543.867388,False,pass,pass,candidate_pass,0.05,2.0,0.07825351613442055,-1.3596051962097315,pass
28709925303,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_c_pressure_lift_recheck_run_28709925303,dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2,C,2.0,151.0,2,72.581,0.654,607.731725,True,pass,pass,candidate_pass,0.05,2.0,0.06487962528872526,-1.1592771855944781,pass
28709925303,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_c_pressure_lift_recheck_run_28709925303,dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed3,C,2.0,151.0,3,72.581,0.654,575.954583,True,pass,pass,candidate_pass,0.1,2.0,0.07262512989278813,-0.9572758432836078,pass
28709925303,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_c_pressure_lift_recheck_run_28709925303,dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed4,C,2.0,151.0,4,72.581,0.654,570.019337,False,pass,pass,candidate_pass,0.75,3.0,0.30256337608523387,-0.5059155602963195,pass
