source_run_id,source_run_dir,artifact,diamond_size_case,particle_count_scale,seed_index,e_al_emax_gpa,mu_scale,mu_wall_scale,mu_al_al,mu_al_diamond,mu_diamond_diamond,mu_al_wall,mu_diamond_wall,mu_al_tool,mu_diamond_tool,liggghts_commit,top_velocity_cm_s,time_step_seconds,initial_settle_steps,stage_settle_steps,final_settle_steps,p95_mpa,pressure_in_window,status,participation_delta,d1_delta
28790012884,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_e_pressure_lift_recheck_run_28790012884,dia60al40-dem-artifacts-sizeE-pscale2-Emax96.417-mu0.693-wallmu1-seed0-settle1-vel50,E,2,0,96.417,0.693,1.0,0.2079,0.2079,0.0693,0.05544,0.05544,0.05544,0.05544,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,50.0,2e-10,20000,20000,50000,702.232074,False,review,-0.06190752970403246,-1.3148474153505059
28790012884,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_e_pressure_lift_recheck_run_28790012884,dia60al40-dem-artifacts-sizeE-pscale2-Emax96.417-mu0.693-wallmu1-seed1-settle1-vel50,E,2,1,96.417,0.693,1.0,0.2079,0.2079,0.0693,0.05544,0.05544,0.05544,0.05544,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,50.0,2e-10,20000,20000,50000,632.310044,True,pass,0.14570709415728833,-0.9611726963370467
28790012884,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_e_pressure_lift_recheck_run_28790012884,dia60al40-dem-artifacts-sizeE-pscale2-Emax96.417-mu0.693-wallmu1-seed2-settle1-vel50,E,2,2,96.417,0.693,1.0,0.2079,0.2079,0.0693,0.05544,0.05544,0.05544,0.05544,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,50.0,2e-10,20000,20000,50000,626.607833,True,pass,0.007142698859921803,-0.9423744710599662
28790012884,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_e_pressure_lift_recheck_run_28790012884,dia60al40-dem-artifacts-sizeE-pscale2-Emax96.417-mu0.693-wallmu1-seed3-settle1-vel50,E,2,3,96.417,0.693,1.0,0.2079,0.2079,0.0693,0.05544,0.05544,0.05544,0.05544,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,50.0,2e-10,20000,20000,50000,585.884078,True,pass,0.4457571199090523,-1.6400582512902004
28790012884,docs/reproduction_goal/03_zhang_particle_scale/evidence/pscale2_e_pressure_lift_recheck_run_28790012884,dia60al40-dem-artifacts-sizeE-pscale2-Emax96.417-mu0.693-wallmu1-seed4-settle1-vel50,E,2,4,96.417,0.693,1.0,0.2079,0.2079,0.0693,0.05544,0.05544,0.05544,0.05544,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,50.0,2e-10,20000,20000,50000,674.619189,False,pass,0.10029043919908831,-0.9451094887296574
