artifact,calibration_diagnosis,chain_coverage,d1_delta,d1_first,d1_last,d1_trend,diamond_size_case,e_al_emax_gpa,min_chain_length,mu_scale,p95_mpa,participation_delta,participation_first,participation_last,participation_trend,particle_count_scale,particle_count_total,seed_index,status,threshold_factor,trend_score,zhang_stage_status
dia60al40-dem-artifacts-sizeE-pscale2-Emax75.454-mu0.693-seed2,candidate_pass,1.0,-0.9423744710599662,0.9423744710599662,0.0,decreasing,E,75.454,2,0.693,520.090432,0.03728978456365084,0.7055073846129474,0.7427971691765982,increasing,2,129,2,pass,0.1,2,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax79.426-mu0.693-seed2,needs_participation_increase,1.0,-0.9423744710599662,0.9423744710599662,0.0,decreasing,E,79.426,2,0.693,536.198533,-0.013840622727208651,0.7055073846129474,0.6916667618857387,decreasing,2,129,2,review,0.1,1,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax87.368-mu0.693-seed2,candidate_pass,1.0,-0.9423744710599662,0.9423744710599662,0.0,decreasing,E,87.368,2,0.693,543.689453,0.019894247752086147,0.7055073846129474,0.7254016323650335,increasing,2,129,2,pass,0.1,2,pass
