% x_um y_um sigma_s_m k_w_mk
225 34.783089 100000 48.4038285266
230 34.783089 100000 46.1324582359
235 34.783089 92071.6928086 43.180664898
240 34.783089 53810.7823411 39.8187496793
245 34.783089 29090.6159192 36.5404480616
250 34.783089 15863.6654557 33.9039669315
255 34.783089 9438.39417195 32.2024441845
260 34.783089 6192.7119756 31.3321776435
265 34.783089 4742.3587123 31.0382992608
270 34.783089 5647.19656841 31.3339735686
275 34.783089 11110.737046 32.6695752166
280 34.783089 25227.5057375 35.6414605419
285 34.783089 54427.4222145 40.4809318595
290 34.783089 100000 46.7666019927
295 34.783089 100000 53.589698029
300 34.783089 100000 60.0155686335
305 34.783089 100000 65.4479039867
310 34.783089 100000 69.6389543155
315 34.783089 100000 72.4921688947
320 34.783089 100000 73.9705530272
325 34.783089 100000 74.1385648197
330 34.783089 100000 73.1345853239
335 34.783089 100000 71.0856652075
340 34.783089 100000 68.1807720322
345 34.783089 100000 64.8318144676
350 34.783089 100000 61.5433753546
355 34.783089 100000 58.4646467809
360 34.783089 100000 55.188690933
365 34.783089 100000 51.1854606489
370 34.783089 77176.8418607 46.4184428797
375 34.783089 47410.913439 41.4134707146
380 34.783089 29949.4424666 36.7550205149
385 34.783089 19004.4449958 32.6651176012
390 34.783089 11524.0138755 29.0854560117
395 34.783089 6366.92031404 25.9981421299
400 34.783089 3114.61397462 23.5342464317
0 39.7521017143 100000 33.3223813283
5 39.7521017143 100000 39.8005955206
10 39.7521017143 100000 45.7705032183
15 39.7521017143 100000 49.7301721957
20 39.7521017143 100000 50.8948678048
25 39.7521017143 100000 49.5896794945
30 39.7521017143 85358.7715884 47.0010666713
35 39.7521017143 45960.762177 44.5441453169
40 39.7521017143 25446.2099085 43.370540589
45 39.7521017143 17769.7705815 44.2577955067
50 39.7521017143 16783.9550582 47.5584868255
55 39.7521017143 18330.3424971 52.8318118932
60 39.7521017143 20051.1090519 58.4623568805
65 39.7521017143 20834.5757483 62.0545679108
70 39.7521017143 20440.8059371 61.7732280299
75 39.7521017143 19150.5772364 57.6539626814
80 39.7521017143 17558.6194498 51.6839640797
85 39.7521017143 16757.7382786 46.5319979675
90 39.7521017143 18822.4508258 43.9895835751
95 39.7521017143 27232.499905 44.2651106068
100 39.7521017143 46619.491016 46.3769373132
105 39.7521017143 80787.5649425 49.0375292231
110 39.7521017143 100000 51.3051391547
115 39.7521017143 100000 52.7391297225
120 39.7521017143 100000 53.2145530551
125 39.7521017143 100000 52.6360716789
130 39.7521017143 100000 50.7561199754
135 39.7521017143 100000 47.2853273671
140 39.7521017143 95803.0975034 42.2804078051
145 39.7521017143 51971.259635 36.435793391
150 39.7521017143 23939.7158965 30.8820302473
155 39.7521017143 9385.29490829 26.5856737226
160 39.7521017143 3164.53921786 23.8786743426
165 39.7521017143 964.208703996 22.4888134843
170 39.7521017143 350.649173367 21.9479022732
175 39.7521017143 374.868757014 22.0017161834
180 39.7521017143 1074.28786029 22.7772014064
185 39.7521017143 3486.93483804 24.6871574419
190 39.7521017143 10124.0531442 28.1395837368
195 39.7521017143 25160.2504128 33.1436924295
200 39.7521017143 52953.9735002 39.0256046281
205 39.7521017143 94086.1533663 44.5571491562
210 39.7521017143 100000 48.5480736768
215 39.7521017143 100000 50.4581614156
220 39.7521017143 100000 50.4729583553
225 39.7521017143 100000 49.0340099892
230 39.7521017143 100000 46.4009981127
235 39.7521017143 83883.6347008 42.7066979707
240 39.7521017143 46551.2453075 38.3132905159
245 39.7521017143 22813.1944601 33.9347243888
250 39.7521017143 10510.8317164 30.3326067968
255 39.7521017143 5053.66008354 27.9087480805
260 39.7521017143 2820.19894829 26.59866812
265 39.7521017143 2118.36043186 26.1426704251
270 39.7521017143 2890.1876378 26.4788160474
275 39.7521017143 6499.43472193 27.9261380506
280 39.7521017143 16152.8177802 31.0079611655
285 39.7521017143 37727.0264859 36.0357578363
290 39.7521017143 79999.2372553 42.7421581251
