scenario_id,model,edge_id,i,j,x_um,y_um,z_um,normal_force_n,contact_radius_um,clean_resistance_ohm,source,film_resistance_ohm,resistance_ohm,included_in_transport,delta_v_fixed_voltage,abs_current_a_fixed_voltage,joule_power_w_fixed_voltage,delta_v_fixed_current,abs_current_a_fixed_current,joule_power_w_fixed_current,electric_field_v_m,exceeds_4e8_v_m,exceeds_5e8_v_m,is_shortest_path_edge,joule_rank
clean,clean,10,58,86,208.265,72.198,-20.0158,0.0009892813990000002,0.8947256451926925,0.014809008852257067,liggghts_pair_gran_local,inf,0.014809008852257067,True,0.002989398714630803,0.20186352405179256,0.0006034505593312729,0.00043873878590352757,0.029626478738761685,1.2998285312440974e-05,nan,False,False,False,21
clean,clean,11,58,84,211.626,82.2618,-32.2737,0.010946737700000002,1.9937843148183019,0.00664565364544334,liggghts_pair_gran_local,inf,0.00664565364544334,True,-0.001341515064496826,0.20186352405179125,0.00027080295848789534,-0.00019688731643189994,0.029626478738761494,5.83307789420149e-06,nan,False,False,False,23
clean,clean,12,86,80,203.404,82.2945,-8.65533,0.0008678164080000001,0.8564970868480165,0.015469988402133563,liggghts_pair_gran_local,inf,0.015469988402133563,True,-0.004330913779127629,0.2799558517141697,0.001212464655736309,-0.0006356261023354275,0.041087690941498334,2.6116408847107237e-05,nan,False,False,False,20
clean,clean,13,86,27,205.84,74.3024,3.42063,0.00560881569,1.5954149626195457,0.008305049351075748,liggghts_pair_gran_local,inf,0.008305049351075748,True,0.007218542953276785,0.8691752027146921,0.006274178534719062,0.0010594286924032008,0.12756440661800206,0.00013514539250050013,nan,False,False,False,15
clean,clean,14,86,22,215.637,82.4025,-0.442085,0.00229873807,1.1850766302035494,0.011180711577886885,liggghts_pair_gran_local,inf,0.011180711577886885,True,-0.004330913779127629,0.38735582694873133,0.001677604688357638,-0.0006356261023354275,0.05685023693774225,3.613549452158266e-05,nan,False,False,False,17
clean,clean,15,34,47,155.185,91.5236,-7.65325,5.19223071e-05,0.33499212540681506,0.039553168552571724,liggghts_pair_gran_local,inf,0.039553168552571724,True,0.0009981103934181418,0.02523465072315288,2.5186967161055516e-05,0.00014648756623288054,0.0037035608421150373,5.425256141568294e-07,nan,False,False,False,28
clean,clean,16,34,23,150.507,86.2647,3.21089,0.00596371636,1.6283793927307435,0.008136924391913452,liggghts_pair_gran_local,inf,0.008136924391913452,True,0.0034292402964525015,0.4214418287898203,0.0014452253018966876,0.0005032920890992077,0.06185286538970228,3.113005783875534e-05,nan,False,False,False,18
clean,clean,17,94,47,160.351,90.619,-21.36,3.18255231e-05,0.28456083157791356,0.04656297891219829,liggghts_pair_gran_local,inf,0.04656297891219829,True,-1.3877787807814457e-17,2.980433840795104e-16,4.136182841778391e-33,-2.0367720585506646e-18,4.374230571440272e-17,8.909310605567654e-35,nan,False,False,False,31
clean,clean,18,47,67,175.013,91.4122,-21.4151,0.00046001520800000007,0.6931714511700242,0.019115039976956554,liggghts_pair_gran_local,inf,0.019115039976956554,True,-0.0009981103934181418,0.05221597206290846,5.2117304418420263e-05,-0.00014648756623288054,0.0076634716123781775,1.122603305392048e-06,nan,False,False,False,26
clean,clean,19,47,23,163.106,85.5311,0.155074,0.00035186322400000003,0.6339298913836758,0.020901364930243763,liggghts_pair_gran_local,inf,0.020901364930243763,True,0.0024311299030343597,0.11631440870718325,0.0002827754371617933,0.00035680452286632723,0.017070871881196614,6.090964296482559e-06,nan,False,False,False,22
clean,clean,20,47,33,174.228,91.5912,0.51013,0.00018966945800000002,0.515920049375882,0.02568227386400038,liggghts_pair_gran_local,inf,0.02568227386400038,True,-0.0009981103934181418,0.03886378592112217,3.879034865544969e-05,-0.00014648756623288054,0.005703839426703435,8.35541555800935e-07,nan,False,False,False,27
clean,clean,21,67,80,188.644,92.0488,-20.9088,0.000718662973,0.8043128878926922,0.016473688535210633,liggghts_pair_gran_local,inf,0.016473688535210633,True,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,False,False,41
clean,clean,22,80,33,187.859,92.2277,1.01643,0.000840502458,0.8474152339990715,0.015635782162507734,liggghts_pair_gran_local,inf,0.015635782162507734,True,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,False,False,42
clean,clean,23,59,32,154.34,12.5081,9.36828,0.00553977086,1.5888413659129865,0.008339410267296402,liggghts_pair_gran_local,inf,0.008339410267296402,True,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,False,False,43
clean,clean,24,59,21,145.288,12.4795,20.2597,0.006452162260000001,1.6716744239751171,0.007926184554820482,liggghts_pair_gran_local,inf,0.007926184554820482,True,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,False,False,44
clean,clean,25,32,95,178.856,12.7784,15.0207,0.003914022540000001,1.4151127542129944,0.009363211490075856,liggghts_pair_gran_local,inf,0.009363211490075856,True,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,False,False,45
clean,clean,26,32,70,168.564,19.5135,21.3985,0.0014660368399999999,1.0200737356508063,0.012989257086936476,liggghts_pair_gran_local,inf,0.012989257086936476,True,-0.018466256148271888,1.4216560673699905,0.02625266509479912,-0.0027101981288156656,0.20864920223508085,0.0005654806774763976,nan,False,False,False,10
clean,clean,27,21,48,138.831,20.6055,32.3884,0.0034975065000000002,1.363021734908054,0.009721048212700593,liggghts_pair_gran_local,inf,0.009721048212700593,True,-0.00015749292611410597,0.016201228783984504,2.5515789278337982e-06,-2.311443262938266e-05,0.002377771627465395,5.496084209110644e-08,nan,False,False,False,29
clean,clean,28,21,70,159.512,19.4849,32.2899,0.005405775000000001,1.5759263831438555,0.008407753142356332,liggghts_pair_gran_local,inf,0.008407753142356332,True,-0.018466256148271888,2.1963366235437056,0.04055811467818867,-0.0027101981288156656,0.32234511205643146,0.0008736191195282166,nan,False,False,False,8
clean,clean,29,95,41,192.47,23.6515,25.8561,0.00421840554,1.4508840753800303,0.009132362967406217,liggghts_pair_gran_local,inf,0.009132362967406217,True,-0.029035659426593672,3.179424594732289,0.09231668970518235,-0.004261415482111533,0.46662791408102183,0.001988495417450277,nan,False,False,True,3
clean,clean,30,73,79,336.581,13.0098,20.6203,2.83818369e-07,0.05901061005685624,0.22453589256633227,liggghts_pair_gran_local,inf,0.22453589256633227,False,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,False,False,46
clean,clean,31,48,75,139.476,33.934,27.2748,1.9162817400000002e-08,0.024029038404777617,0.5514161564353546,liggghts_pair_gran_local,inf,0.5514161564353546,True,-0.008933619305594567,0.0162012287839845,0.00014473561023895833,-0.0013111416916980058,0.0023777716274653946,3.117595514106498e-06,nan,False,False,False,25
clean,clean,32,75,70,160.157,32.8134,27.1762,1.65808907e-08,0.022897385181313366,0.5786686949221334,liggghts_pair_gran_local,inf,0.5786686949221334,True,-0.009375143916563215,0.016201228783984504,0.00015188885147502117,-0.0013759420044882774,0.002377771627465395,3.271675859310089e-06,nan,False,False,False,24
clean,clean,33,70,41,182.177,30.3866,32.2338,0.00515923454,1.5515949648775462,0.008539599766647674,liggghts_pair_gran_local,inf,0.008539599766647674,True,-0.010569403278321784,1.2376930496908913,0.013081676976958993,-0.0015512173532958677,0.18164988941921073,0.00028177846069135507,nan,False,False,False,14
clean,clean,34,70,46,172.452,38.9211,32.2248,0.0015598013300000002,1.0413731274382327,0.012723585476605166,liggghts_pair_gran_local,inf,0.012723585476605166,True,-0.030492083664290036,2.39650087000679,0.0730743050297909,-0.004475167431184104,0.35172219649976705,0.0015740157186002936,nan,False,False,False,4
clean,clean,35,41,46,184.433,43.0376,32.2447,0.000406684037,0.6652766995308287,0.019916524972758348,liggghts_pair_gran_local,inf,0.019916524972758348,True,-0.019922680385968252,1.0003090606026064,0.019928837701573873,-0.002923950077888237,0.14681025338946382,0.00042926585183291455,nan,False,False,False,11
clean,clean,36,41,36,198.667,46.3381,32.204,0.005227230530000001,1.5583816377877278,0.008502410243237751,liggghts_pair_gran_local,inf,0.008502410243237751,True,-0.029051108302258714,3.416808583820573,0.09926207621665868,-0.004263682834713139,0.5014675501107686,0.002138098585572935,nan,False,False,True,2
clean,clean,37,46,85,164.127,58.8756,32.199,0.0014652487500000002,1.0198909175972424,0.01299158544446658,liggghts_pair_gran_local,inf,0.01299158544446658,True,-0.01895576302522485,1.45908004117377,0.027657975495325303,-0.002782040553793859,0.21414172778879692,0.0005957509709679184,nan,False,False,False,9
clean,clean,38,46,24,176.033,64.3869,32.1893,0.00107514537,0.9198965726734764,0.014403793201981175,liggghts_pair_gran_local,inf,0.014403793201981175,True,-0.027910660608728585,1.937729889435625,0.054083321295426895,-0.004096305149696745,0.2843907221004338,0.001164951179465983,nan,False,False,False,5
clean,clean,39,85,23,155.987,73.2256,21.5908,0.00042409055600000007,0.6746359366382175,0.01964022264515904,liggghts_pair_gran_local,inf,0.01964022264515904,True,-0.02865665686576073,1.4590800411737734,0.041812356079596866,-0.004205791211391022,0.21414172778879742,0.0009006353967262129,nan,False,False,False,7
clean,clean,40,23,30,157.049,86.3582,21.7812,0.011292686100000001,2.014569973050205,0.006577086016991774,liggghts_pair_gran_local,inf,0.006577086016991774,True,-0.0034292402964525015,0.5213920401212826,0.0017879785942334816,-0.0005032920890992077,0.07652204757531869,3.851294118633111e-05,nan,False,False,False,16
clean,clean,41,23,33,169.551,86.3322,11.3743,0.00509637951,1.5452681670024786,0.008574563485445014,liggghts_pair_gran_local,inf,0.008574563485445014,True,-0.0034292402964525015,0.39993176355548626,0.0013714621194157875,-0.0005032920890992077,0.05869594294257969,2.9541203745218837e-05,nan,False,False,False,19
clean,clean,42,24,33,179.016,84.797,21.9361,0.0018888363600000002,1.1099788812695344,0.01193716405202715,liggghts_pair_gran_local,inf,0.01193716405202715,True,-0.023130999578709496,1.9377298894356256,0.04482162925618825,-0.003394818704587343,0.2843907221004339,0.0009654549427976541,nan,False,False,False,6
clean,clean,43,27,36,201.547,67.1261,23.3049,0.00457817567,1.4910106840256432,0.008886589574412546,liggghts_pair_gran_local,inf,0.008886589574412546,True,0.030363775538743205,3.4168085838205737,0.10374720889797895,0.004456336302720558,0.5014675501107687,0.002234708048194959,nan,False,False,True,1
clean,clean,44,27,33,190.295,84.2357,13.0924,0.004704058860000001,1.5045531011951556,0.008806601767311994,liggghts_pair_gran_local,inf,0.008806601767311994,True,-0.011549456732404415,1.3114544108572326,0.01514658597471653,-0.0016950547947386283,0.19247546778262048,0.00032625646453449125,nan,False,False,True,12
clean,clean,45,27,49,204.001,84.2122,23.3463,0.00393964606,1.4181940965100863,0.009342867829308979,liggghts_pair_gran_local,inf,0.009342867829308979,True,-0.011549456732404415,1.23617897024865,0.014277195530395028,-0.0016950547947386283,0.18142767571014634,0.0003075298516107685,nan,False,False,False,13
clean,clean,46,64,50,268.209,74.3474,32.0873,0.0023960263900000005,1.2015646330898921,0.011027288616116194,liggghts_pair_gran_local,inf,0.011027288616116194,False,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,False,False,47
clean,clean,47,50,53,264.524,88.1515,32.0424,0.00284457683,1.272298925849252,0.010414219277247052,liggghts_pair_gran_local,inf,0.010414219277247052,False,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,False,False,48
clean,clean,48,50,65,288.66,88.0747,32.1476,0.00400383453,1.425854830753754,0.009292671115050059,liggghts_pair_gran_local,inf,0.009292671115050059,False,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,False,False,49
clean,clean,49,90,69,90.4916,92.4451,32.6844,0.006800040030000001,1.7011936809586103,0.0077886487284232805,liggghts_pair_gran_local,inf,0.0077886487284232805,False,0.0,0.0,0.0,0.0,0.0,0.0,nan,False,False,False,50
intact_d5e-09_rho1e+06,intact_oxide,0,44,17,64.5421,13.6718,3.67623,1.5863159000000004e-07,0.04860860566423625,0.27258547779634584,liggghts_pair_gran_local,1347174334194.8174,1347174334195.09,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,32
intact_d5e-09_rho1e+06,intact_oxide,1,18,93,150.873,20.1285,-22.8998,0.0028599508900000003,1.2745869364875182,0.010395524715257235,liggghts_pair_gran_local,1959346300.9105341,1959346300.9209297,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,33
intact_d5e-09_rho1e+06,intact_oxide,2,18,59,148.383,12.3775,-2.68812,0.00419758634,1.4484932767164465,0.00914743631398559,liggghts_pair_gran_local,1517110310.303533,1517110310.3126805,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,34
intact_d5e-09_rho1e+06,intact_oxide,3,20,62,281.998,22.9253,-28.7842,3.67690701e-05,0.29859153171085334,0.04437500261337245,liggghts_pair_gran_local,35702214427.99053,35702214428.034904,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,35
intact_d5e-09_rho1e+06,intact_oxide,4,45,81,308.919,12.1886,-20.0559,0.007953806360000001,1.7924275437680532,0.007392209546247967,liggghts_pair_gran_local,990756452.2609426,990756452.2683347,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,36
