x_um,y_um,contact_factor,sigma_s_m,k_w_mk
105.0,9.938025428571429,0.5225574979492212,52733.192296972906,61.8045998359377
110.0,9.938025428571429,0.5064373570665743,51137.298349590856,60.51498856532595
115.0,9.938025428571429,0.49747656481312613,50250.17991649949,59.79812518505009
120.0,9.938025428571429,0.4909533964919996,49604.38625270796,59.27627171935997
125.0,9.938025428571429,0.4779082653181033,48312.91826649223,58.23266122544827
130.0,9.938025428571429,0.4518791042977584,45736.031325478085,56.150328343820675
135.0,9.938025428571429,0.4108032185609696,41669.518637535984,52.86425748487757
140.0,9.938025428571429,0.35456358275982847,36101.79469322302,48.36508662078628
145.0,9.938025428571429,0.2846948708391101,29184.7922130719,42.77558966712881
150.0,9.938025428571429,0.20738773869604377,21531.386130908333,36.5910190956835
155.0,9.938025428571429,0.1338768716758654,14253.810295910675,30.710149734069233
160.0,9.938025428571429,0.07528152583162284,8452.871057330662,26.022522066529827
165.0,9.938025428571429,0.03676622013892942,4639.855793754013,22.941297611114354
170.0,9.938025428571429,0.016745662158619543,2657.8205537033346,21.339652972689564
175.0,9.938025428571429,0.01088564277507877,2077.678634732798,20.8708514220063
180.0,9.938025428571429,0.016477571160993656,2631.279544938372,21.31820569287949
185.0,9.938025428571429,0.03376107983369585,4342.3469035358885,22.700886386695668
190.0,9.938025428571429,0.06377990487219844,7314.210582347645,25.102392389775876
195.0,9.938025428571429,0.10480995369772818,11376.18541607509,28.384796295818255
200.0,9.938025428571429,0.1506616788955944,15915.506210663845,32.05293431164755
205.0,9.938025428571429,0.19287751688577628,20094.874171691852,35.430201350862106
210.0,9.938025428571429,0.22493788679855956,23268.850793057394,37.995030943884764
215.0,9.938025428571429,0.24435260265567876,25190.9076629122,39.5482082124543
220.0,9.938025428571429,0.2515752437369391,25905.949129956975,40.12601949895513
225.0,9.938025428571429,0.24889711156303734,25640.8140447407,39.91176892504299
230.0,9.938025428571429,0.24126763506003376,24885.49587094334,39.3014108048027
235.0,9.938025428571429,0.23653987513108507,24417.44763797742,38.923190010486806
240.0,9.938025428571429,0.24267425566740308,25024.751311072905,39.41394045339224
245.0,9.938025428571429,0.2637087135870214,27107.16264511512,41.09669708696171
250.0,9.938025428571429,0.2973938596033705,30441.99210073368,43.79150876826964
255.0,9.938025428571429,0.334818094618088,34146.99136719071,46.78544756944704
260.0,9.938025428571429,0.36258332381664365,36895.74905784772,49.00666590533149
265.0,9.938025428571429,0.3696003701598493,37590.43664582508,49.568029612787946
270.0,9.938025428571429,0.355759186503642,36220.15946386056,48.46073492029136
275.0,9.938025428571429,0.3335235826227331,34018.83467965057,46.68188660981865
280.0,9.938025428571429,0.3188083025715597,32562.02195458441,45.50466420572477
285.0,9.938025428571429,0.3200475228729278,32684.704764419854,45.603801829834225
290.0,9.938025428571429,0.336104457417387,34274.34128432131,46.88835659339096
295.0,9.938025428571429,0.3623970627277811,36877.30921005033,48.99176501822249
300.0,9.938025428571429,0.39652186138068796,40255.664276688105,51.721748910455034
305.0,9.938025428571429,0.4382492163616778,44386.6724198061,55.059937308934224
310.0,9.938025428571429,0.48626280601089217,49140.017795078325,58.90102448087137
315.0,9.938025428571429,0.536344040003615,54098.05996035789,62.907523200289205
320.0,9.938025428571429,0.5824505013193928,58662.59963061989,66.59604010555142
325.0,9.938025428571429,0.6186566596785525,62247.009308176705,69.4925327742842
330.0,9.938025428571429,0.6401563477241214,64375.47842468802,71.21250781792972
335.0,9.938025428571429,0.6438074797371691,64736.940493979746,71.50459837897353
340.0,9.938025428571429,0.6292753843103644,63298.26304672608,70.34203074482916
345.0,9.938025428571429,0.6003015970257777,60429.85810555199,68.02412776206222
350.0,9.938025428571429,0.5643444212456429,56870.09770331864,65.14755369965144
355.0,9.938025428571429,0.5297174283932372,53442.02541093048,62.377394271458975
360.0,9.938025428571429,0.5017829817820181,50676.51519641979,60.14263854256144
365.0,9.938025428571429,0.48059694456182667,48579.09751162084,58.447755564946135
370.0,9.938025428571429,0.46065443865631667,46604.78942697535,56.852355092505334
375.0,9.938025428571429,0.43245453125072963,43812.99859382223,54.59636250005837
380.0,9.938025428571429,0.3865467881950182,39268.1320313068,50.923743055601456
385.0,9.938025428571429,0.3196072793756686,32641.12065819119,45.56858235005349
390.0,9.938025428571429,0.23843367390702083,24604.93371679506,39.07469391256167
395.0,9.938025428571429,0.157433113927369,16585.87827880953,32.59464911418952
400.0,9.938025428571429,0.09072222462125853,9981.500237504595,27.257777969700683
0.0,14.907038142857143,0.1808132113981295,18900.50792841482,34.46505691185036
5.0,14.907038142857143,0.27386391934697085,28112.528015350115,41.90911354775767
10.0,14.907038142857143,0.3677649623163127,37408.73126931496,49.421196985305016
15.0,14.907038142857143,0.4469949169288424,45252.4967759554,55.75959335430739
20.0,14.907038142857143,0.5055705770280946,51051.487125781365,60.44564616224757
25.0,14.907038142857143,0.5490985076752367,55360.752259848436,63.92788061401894
30.0,14.907038142857143,0.5875178206136121,59164.2642407476,67.00142564908897
35.0,14.907038142857143,0.6259097549496538,62965.06574001573,70.0727803959723
40.0,14.907038142857143,0.6618643868004769,66524.57429324722,72.94915094403815
45.0,14.907038142857143,0.6894219908580346,69252.77709494543,75.15375926864277
50.0,14.907038142857143,0.7033554092133317,70632.18551211985,76.26843273706655
55.0,14.907038142857143,0.7011199236950175,70410.87244580673,76.08959389560141
60.0,14.907038142857143,0.6848389361323403,68799.05467710168,74.78711489058722
65.0,14.907038142857143,0.6629200790012689,66629.08782112562,73.03360632010151
70.0,14.907038142857143,0.6468009801451265,65033.297034367526,71.74407841161013
75.0,14.907038142857143,0.6431349708056286,64670.36210975724,71.45079766445029
80.0,14.907038142857143,0.649144573942982,65265.31282035522,71.93156591543855
85.0,14.907038142857143,0.655994678059972,65943.47312793724,72.47957424479776
