artifact,calibration_diagnosis,chain_coverage,d1_delta,d1_first,d1_last,d1_trend,diamond_size_case,e_al_emax_gpa,min_chain_length,mu_scale,p95_mpa,participation_delta,participation_first,participation_last,participation_trend,seed_index,status,threshold_factor,trend_score,zhang_stage_status
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_d1_decrease,0.8333333333333334,0.967072445501533,0.0,0.967072445501533,increasing,C,36.261,2,0.63,502.223932,0.8917996709645479,0.0,0.8917996709645479,increasing,0,review,1.25,1,review
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_d1_decrease,0.8333333333333334,0.0,0.0,0.0,flat,C,36.261,3,0.63,502.223932,0.8917996709645479,0.0,0.8917996709645479,increasing,0,review,1.25,1,review
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_d1_decrease,0.8333333333333334,1.4298139930682718,0.0,1.4298139930682718,increasing,C,36.261,2,0.63,502.223932,0.9166859400713164,0.0,0.9166859400713164,increasing,0,review,1.5,1,review
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_d1_decrease,0.8333333333333334,0.6181729016336297,0.0,0.6181729016336297,increasing,C,36.261,3,0.63,502.223932,0.9166859400713164,0.0,0.9166859400713164,increasing,0,review,1.5,1,review
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_d1_decrease,0.8333333333333334,0.5331644159359729,0.0,0.5331644159359729,increasing,C,36.261,2,0.63,502.223932,0.9551368965398102,0.0,0.9551368965398102,increasing,0,review,2.0,1,review
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_d1_decrease,0.6666666666666666,0.0,0.0,0.0,flat,C,36.261,4,0.63,502.223932,0.8917996709645479,0.0,0.8917996709645479,increasing,0,review,1.25,1,review
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_d1_decrease,0.6666666666666666,0.6181729016336297,0.0,0.6181729016336297,increasing,C,36.261,4,0.63,502.223932,0.9166859400713164,0.0,0.9166859400713164,increasing,0,review,1.5,1,review
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_d1_decrease,0.6666666666666666,0.21550609798121687,0.0,0.21550609798121687,increasing,C,36.261,3,0.63,502.223932,0.9551368965398102,0.0,0.9551368965398102,increasing,0,review,2.0,1,review
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_d1_decrease,0.6666666666666666,0.08198000399177409,0.0,0.08198000399177409,increasing,C,36.261,4,0.63,502.223932,0.9551368965398102,0.0,0.9551368965398102,increasing,0,review,2.0,1,review
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,36.261,2,0.63,502.223932,-0.381840608666172,1.0,0.618159391333828,decreasing,0,review,0.05,0,review
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,36.261,2,0.63,502.223932,-0.35163884251918676,1.0,0.6483611574808132,decreasing,0,review,0.1,0,review
dia60al40-dem-artifacts-sizeC-Emax36.261-mu0.63-seed0,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,36.261,2,0.63,502.223932,-0.3107384990582246,1.0,0.6892615009417754,decreasing,0,review,0.25,0,review
