artifact,calibration_diagnosis,chain_coverage,d1_delta,d1_first,d1_last,d1_trend,diamond_size_case,e_al_emax_gpa,min_chain_length,mu_scale,p95_mpa,participation_delta,participation_first,participation_last,participation_trend,particle_count_scale,particle_count_total,seed_index,status,threshold_factor,trend_score,zhang_stage_status
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_participation_increase,1.0,-0.9423744710599662,0.9423744710599662,0.0,decreasing,E,37.517,2,0.693,371.868112,-0.045821877844475556,0.7055073846129474,0.6596855067684718,decreasing,2,129,2,review,0.05,1,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_participation_increase,1.0,-0.9423744710599662,0.9423744710599662,0.0,decreasing,E,37.517,2,0.693,371.868112,-0.03462513491905006,0.7055073846129474,0.6708822496938973,decreasing,2,129,2,review,0.1,1,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_d1_decrease,0.8333333333333334,1.0315436543174354,0.0,1.0315436543174354,increasing,E,37.517,2,0.693,371.868112,0.9199994418491718,0.0,0.9199994418491718,increasing,2,129,2,review,2.0,1,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_d1_decrease,0.8333333333333334,0.5841372355920658,0.0,0.5841372355920658,increasing,E,37.517,3,0.693,371.868112,0.9199994418491718,0.0,0.9199994418491718,increasing,2,129,2,review,2.0,1,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_d1_decrease,0.5,0.3829609503554366,0.0,0.3829609503554366,increasing,E,37.517,4,0.693,371.868112,0.9199994418491718,0.0,0.9199994418491718,increasing,2,129,2,review,2.0,1,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,E,37.517,3,0.693,371.868112,-0.045821877844475556,0.7055073846129474,0.6596855067684718,decreasing,2,129,2,review,0.05,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,E,37.517,3,0.693,371.868112,-0.03462513491905006,0.7055073846129474,0.6708822496938973,decreasing,2,129,2,review,0.1,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,E,37.517,2,0.693,371.868112,-0.27851435716017925,0.9999136978922772,0.721399340732098,decreasing,2,129,2,review,0.25,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,E,37.517,3,0.693,371.868112,-0.27851435716017925,0.9999136978922772,0.721399340732098,decreasing,2,129,2,review,0.25,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,E,37.517,2,0.693,371.868112,-0.21232855444600385,0.9999136978922772,0.7875851434462734,decreasing,2,129,2,review,0.5,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,E,37.517,3,0.693,371.868112,-0.21232855444600385,0.9999136978922772,0.7875851434462734,decreasing,2,129,2,review,0.5,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,E,37.517,2,0.693,371.868112,-0.17018609193177558,0.9999136978922772,0.8297276059605017,decreasing,2,129,2,review,0.75,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,E,37.517,3,0.693,371.868112,-0.17018609193177558,0.9999136978922772,0.8297276059605017,decreasing,2,129,2,review,0.75,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,E,37.517,2,0.693,371.868112,-0.13203542295330917,0.9999136978922772,0.8678782749389681,decreasing,2,129,2,review,1.0,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,E,37.517,3,0.693,371.868112,-0.13203542295330917,0.9999136978922772,0.8678782749389681,decreasing,2,129,2,review,1.0,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,2.1778176507082256,0.0,2.1778176507082256,increasing,E,37.517,2,0.693,371.868112,-0.11014376110930368,0.9999136978922772,0.8897699367829736,decreasing,2,129,2,review,1.25,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,1.2880165699060853,0.0,1.2880165699060853,increasing,E,37.517,3,0.693,371.868112,-0.11014376110930368,0.9999136978922772,0.8897699367829736,decreasing,2,129,2,review,1.25,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,1.296481856807462,0.0,1.296481856807462,increasing,E,37.517,2,0.693,371.868112,-0.09552621379376003,0.9999136978922772,0.9043874840985172,decreasing,2,129,2,review,1.5,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,1.0,0.948372009900818,0.0,0.948372009900818,increasing,E,37.517,3,0.693,371.868112,-0.09552621379376003,0.9999136978922772,0.9043874840985172,decreasing,2,129,2,review,1.5,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,E,37.517,4,0.693,371.868112,-0.045821877844475556,0.7055073846129474,0.6596855067684718,decreasing,2,129,2,review,0.05,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,E,37.517,4,0.693,371.868112,-0.03462513491905006,0.7055073846129474,0.6708822496938973,decreasing,2,129,2,review,0.1,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,E,37.517,4,0.693,371.868112,-0.27851435716017925,0.9999136978922772,0.721399340732098,decreasing,2,129,2,review,0.25,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,E,37.517,4,0.693,371.868112,-0.21232855444600385,0.9999136978922772,0.7875851434462734,decreasing,2,129,2,review,0.5,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,0.6666666666666666,0.0,0.0,0.0,flat,E,37.517,4,0.693,371.868112,-0.17018609193177558,0.9999136978922772,0.8297276059605017,decreasing,2,129,2,review,0.75,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,0.6666666666666666,0.0,0.0,0.0,flat,E,37.517,4,0.693,371.868112,-0.13203542295330917,0.9999136978922772,0.8678782749389681,decreasing,2,129,2,review,1.0,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,0.5,0.9246232257088132,0.0,0.9246232257088132,increasing,E,37.517,4,0.693,371.868112,-0.11014376110930368,0.9999136978922772,0.8897699367829736,decreasing,2,129,2,review,1.25,0,pass
dia60al40-dem-artifacts-sizeE-pscale2-Emax37.517-mu0.693-seed2,needs_physics_calibration,0.5,0.5356872696364117,0.0,0.5356872696364117,increasing,E,37.517,4,0.693,371.868112,-0.09552621379376003,0.9999136978922772,0.9043874840985172,decreasing,2,129,2,review,1.5,0,pass
