x_um,y_um,voltage_v,jx_a_m2,jy_a_m2,jmag_a_m2,joule_w_m3,temperature_k
0.0,0.0,0.0,-0.0,-1957647.3583757419,1957647.3583757419,54994943.44158949,293.15
5.0,0.0,0.0,-0.0,-2681304.0860695327,2681304.0860695327,70735429.14944093,293.15
10.0,0.0,0.0,-0.0,-2601031.278984373,2601031.278984373,66563477.43647011,293.15
14.999999999999998,0.0,0.0,-0.0,-2540820.5236251424,2540820.5236251424,63517417.22616507,293.15
20.0,0.0,0.0,-0.0,-2478479.4635930103,2478479.4635930103,60438753.97180346,293.15
24.999999999999996,0.0,0.0,-0.0,-2407217.2081637797,2407217.2081637797,57013199.19507884,293.15
29.999999999999996,0.0,0.0,-0.0,-2326804.1467571137,2326804.1467571137,53267769.39276528,293.15
35.0,0.0,0.0,-0.0,-2241566.2841692986,2241566.2841692986,49436535.06388909,293.15
40.0,0.0,0.0,-0.0,-2159146.281427151,2159146.281427151,45867913.62112456,293.15
44.99999999999999,0.0,0.0,-0.0,-2087515.7890901722,2087515.7890901722,42875025.433753885,293.15
49.99999999999999,0.0,0.0,-0.0,-2031154.361614282,2031154.361614282,40591089.85980905,293.15
54.99999999999999,0.0,0.0,-0.0,-1989411.6851153907,1989411.6851153907,38939841.70387689,293.15
59.99999999999999,0.0,0.0,-0.0,-1957555.9066408616,1957555.9066408616,37702764.97938544,293.15
65.0,0.0,0.0,-0.0,-1929329.5029965248,1929329.5029965248,36623315.95606386,293.15
70.0,0.0,0.0,-0.0,-1899581.0730768468,1899581.0730768468,35502629.49452532,293.15
75.0,0.0,0.0,-0.0,-1865985.3265718329,1865985.3265718329,34257944.48694683,293.15
80.0,0.0,0.0,-0.0,-1829410.9357905653,1829410.9357905653,32928154.774768952,293.15
84.99999999999999,0.0,0.0,-0.0,-1792934.8416518192,1792934.8416518192,31628155.575252555,293.15
89.99999999999999,0.0,0.0,-0.0,-1759914.6452146692,1759914.6452146692,30473901.770849846,293.15
94.99999999999999,0.0,0.0,-0.0,-1732018.728077379,1732018.728077379,29515491.52974791,293.15
99.99999999999999,0.0,0.0,-0.0,-1708405.4151439592,1708405.4151439592,28716184.261740338,293.15
104.99999999999999,0.0,0.0,-0.0,-1686661.4678243021,1686661.4678243021,27989858.2893093,293.15
109.99999999999999,0.0,0.0,-0.0,-1664508.32211208,1664508.32211208,27259431.506774466,293.15
114.99999999999999,0.0,0.0,-0.0,-1641092.722202752,1641092.722202752,26497877.72579763,293.15
119.99999999999999,0.0,0.0,-0.0,-1617673.7182571294,1617673.7182571294,25747004.69212304,293.15
125.0,0.0,0.0,-0.0,-1598345.0646158187,1598345.0646158187,25135408.133448415,293.15
130.0,0.0,0.0,-0.0,-1592099.0724205344,1592099.0724205344,24939344.32485156,293.15
135.0,0.0,0.0,-0.0,-1619518.6587448774,1619518.6587448774,25805766.57773351,293.15
140.0,0.0,0.0,-0.0,-1337723.4668167953,1337723.4668167953,22837883.331750225,293.15
145.0,0.0,0.0,-0.0,-787601.7754245963,787601.7754245963,14901546.285222096,293.15
150.0,0.0,0.0,-0.0,-376665.15667169774,376665.15667169774,7473231.056050146,293.15
155.0,0.0,0.0,-0.0,-151252.21555367231,151252.21555367231,3072504.094229705,293.15
