artifact,calibration_diagnosis,chain_coverage,d1_delta,d1_first,d1_last,d1_trend,diamond_size_case,e_al_emax_gpa,min_chain_length,mu_scale,p95_mpa,participation_delta,participation_first,participation_last,participation_trend,particle_count_scale,particle_count_total,seed_index,status,threshold_factor,trend_score,zhang_stage_status
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_participation_increase,1.0,-0.7659437877469726,0.7659437877469726,0.0,decreasing,D,51.728,2,0.77,540.010179,-0.23406115504619351,0.8123319612522713,0.5782708062060777,decreasing,2,92,2,review,0.05,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_participation_increase,1.0,-0.7646611794656323,0.7646611794656323,0.0,decreasing,D,51.728,2,0.77,540.010179,-0.2816656617264912,0.8707331825899959,0.5890675208635047,decreasing,2,92,2,review,0.1,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_participation_increase,1.0,-0.7615528658735536,0.7615528658735536,0.0,decreasing,D,51.728,2,0.77,540.010179,-0.30434155941255703,0.9269330814045035,0.6225915219919465,decreasing,2,92,2,review,0.25,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_participation_increase,1.0,-0.7535331690923719,0.7535331690923719,0.0,decreasing,D,51.728,2,0.77,540.010179,-0.27679493003814604,0.9647664802438568,0.6879715502057108,decreasing,2,92,2,review,0.5,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_participation_increase,1.0,-0.7386797517531859,0.7386797517531859,0.0,decreasing,D,51.728,2,0.77,540.010179,-0.2358296955703867,0.9842438277472654,0.7484141321768787,decreasing,2,92,2,review,0.75,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_participation_increase,0.8333333333333334,-0.16442023092204994,0.16442023092204994,0.0,decreasing,D,51.728,3,0.77,540.010179,-0.15114165626040976,0.996236823514615,0.8450951672542052,decreasing,2,92,2,review,1.25,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_d1_decrease,0.6666666666666666,0.936654736788518,0.0,0.936654736788518,increasing,D,51.728,2,0.77,540.010179,0.9325043831068204,0.0,0.9325043831068204,increasing,2,92,2,review,2.0,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_d1_decrease,0.6666666666666666,0.30724276176032084,0.0,0.30724276176032084,increasing,D,51.728,3,0.77,540.010179,0.9325043831068204,0.0,0.9325043831068204,increasing,2,92,2,review,2.0,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_d1_decrease,0.6666666666666666,0.30724276176032084,0.0,0.30724276176032084,increasing,D,51.728,4,0.77,540.010179,0.9325043831068204,0.0,0.9325043831068204,increasing,2,92,2,review,2.0,1,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_physics_calibration,1.0,0.2445246648387882,0.7386797517531859,0.9832044165919741,increasing,D,51.728,2,0.77,540.010179,-0.19099671038696775,0.9842438277472654,0.7932471173602976,decreasing,2,92,2,review,1.0,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,51.728,3,0.77,540.010179,-0.23406115504619351,0.8123319612522713,0.5782708062060777,decreasing,2,92,2,review,0.05,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,51.728,4,0.77,540.010179,-0.23406115504619351,0.8123319612522713,0.5782708062060777,decreasing,2,92,2,review,0.05,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,51.728,3,0.77,540.010179,-0.2816656617264912,0.8707331825899959,0.5890675208635047,decreasing,2,92,2,review,0.1,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,51.728,4,0.77,540.010179,-0.2816656617264912,0.8707331825899959,0.5890675208635047,decreasing,2,92,2,review,0.1,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,51.728,3,0.77,540.010179,-0.30434155941255703,0.9269330814045035,0.6225915219919465,decreasing,2,92,2,review,0.25,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,51.728,4,0.77,540.010179,-0.30434155941255703,0.9269330814045035,0.6225915219919465,decreasing,2,92,2,review,0.25,0,review
dia60al40-dem-artifacts-sizeD-pscale2-Emax51.728-mu0.77-seed2,needs_physics_calibration,0.8333333333333334,0.0,0.0,0.0,flat,D,51.728,3,0.77,540.010179,-0.27679493003814604,0.9647664802438568,0.6879715502057108,decreasing,2,92,2,review,0.5,0,review
