diamond_size_case,particle_count_scale,particle_count_total,n_runs,p95_mean_mpa,p95_stdev_mpa,p95_min_mpa,p95_max_mpa,al_radius_um,diamond_ds_radius_um,diamond_dl_radius_um,diamond_count_ds,diamond_count_dl,al_area_fraction,diamond_area_fraction
E,2,129,5,644.330644,45.1236232,585.884078,702.232074,9.19238816,12.7279,0.0,60,0,0.399853936,0.600146064
