artifact,diamond_size_case,particle_count_scale,particle_count_total,seed_index,e_al_emax_gpa,mu_scale,mu_wall_scale,liggghts_commit,mu_al_al,mu_al_diamond,mu_diamond_diamond,mu_al_wall,mu_diamond_wall,mu_al_tool,mu_diamond_tool,top_velocity_cm_s,time_step_seconds,initial_settle_steps,stage_settle_steps,final_settle_steps,al_radius_um,diamond_ds_radius_um,diamond_dl_radius_um,diamond_count_ds,diamond_count_dl,al_area_fraction,diamond_area_fraction,p95_mpa
dia60al40-dem-artifacts-sizeE-pscale2-Emax96.417-mu0.693-wallmu1-seed0-settle1-vel50,E,2,129,0,96.417,0.693,1.0,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,0.2079,0.2079,0.0693,0.05544,0.05544,0.05544,0.05544,50.0,2e-10,20000,20000,50000,9.19238816,12.7279,0.0,60,0,0.399853936,0.600146064,702.232074
dia60al40-dem-artifacts-sizeE-pscale2-Emax96.417-mu0.693-wallmu1-seed1-settle1-vel50,E,2,129,1,96.417,0.693,1.0,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,0.2079,0.2079,0.0693,0.05544,0.05544,0.05544,0.05544,50.0,2e-10,20000,20000,50000,9.19238816,12.7279,0.0,60,0,0.399853936,0.600146064,632.310044
dia60al40-dem-artifacts-sizeE-pscale2-Emax96.417-mu0.693-wallmu1-seed2-settle1-vel50,E,2,129,2,96.417,0.693,1.0,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,0.2079,0.2079,0.0693,0.05544,0.05544,0.05544,0.05544,50.0,2e-10,20000,20000,50000,9.19238816,12.7279,0.0,60,0,0.399853936,0.600146064,626.607833
dia60al40-dem-artifacts-sizeE-pscale2-Emax96.417-mu0.693-wallmu1-seed3-settle1-vel50,E,2,129,3,96.417,0.693,1.0,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,0.2079,0.2079,0.0693,0.05544,0.05544,0.05544,0.05544,50.0,2e-10,20000,20000,50000,9.19238816,12.7279,0.0,60,0,0.399853936,0.600146064,585.884078
dia60al40-dem-artifacts-sizeE-pscale2-Emax96.417-mu0.693-wallmu1-seed4-settle1-vel50,E,2,129,4,96.417,0.693,1.0,3d5c00f20519e6bb6eb6756f51f1ad36564e649d,0.2079,0.2079,0.0693,0.05544,0.05544,0.05544,0.05544,50.0,2e-10,20000,20000,50000,9.19238816,12.7279,0.0,60,0,0.399853936,0.600146064,674.619189
